time,current,voltage,power
92.0,0.486817,3.593869,1.749556524973
93.0,0.486365,3.59361,1.7478061276499999
94.0,0.485283,3.593403,1.743817388049
95.0,0.487581,3.593466,1.7521057457459999
96.0,0.535696,3.59876,1.9278413369599998
97.0,0.533926,3.598656,1.9214160034560002
98.0,0.533504,3.598679,1.919909641216
99.0,0.531223,3.598601,1.911659619023
100.0,0.53398,3.598462,1.92150673876
101.0,0.530827,3.598447,1.9101528256690004
102.0,0.532977,3.598397,1.9178628378690001
103.0,0.52368,3.598097,1.88425143696
104.0,0.526951,3.597989,1.895963901539
105.0,0.527069,3.598021,1.896405330449
106.0,0.525204,3.597965,1.88966560986
107.0,0.524319,3.597848,1.8864200655119998
108.0,0.520383,3.597663,1.872162664929
109.0,0.522149,3.597693,1.878531802257
110.0,0.520116,3.597505,1.87111991058
111.0,0.516845,3.597549,1.8593752129049999
112.0,0.516855,3.597237,1.8592499296349998
113.0,0.513586,3.597169,1.847455638034
114.0,0.514214,3.59705,1.8496534686999997
115.0,0.508652,3.59683,1.82953477316
116.0,0.507913,3.596865,1.826894492745
117.0,0.50585,3.596656,1.8193684376
118.0,0.506693,3.596674,1.8224095390819999
119.0,0.503721,3.596431,1.8115978197509999
120.0,0.50566,3.596369,1.81853994854
121.0,0.502543,3.59624,1.8072652383199999
122.0,0.49921,3.596003,1.7951606576299999
123.0,0.498949,3.596023,1.794232079827
124.0,0.495616,3.595684,1.782078521344
125.0,0.49519,3.595769,1.78058885111
126.0,0.493955,3.595551,1.7760403942049998
127.0,0.491365,3.595423,1.7666650223949998
128.0,0.493112,3.59533,1.77290036696
129.0,0.485976,3.595013,1.7470900376879999
130.0,0.488996,3.594935,1.7579088352599999
131.0,0.487584,3.594917,1.7528240105280002
132.0,0.484296,3.594705,1.7409012526799998
133.0,0.479979,3.59444,1.72525571676
134.0,0.481322,3.594376,1.7300522450720002
135.0,0.476767,3.594118,1.713556856506
136.0,0.477442,3.593927,1.715891694734
137.0,0.475972,3.593842,1.710568164424
138.0,0.476104,3.593797,1.711021126888
139.0,0.474618,3.593524,1.705551173832
140.0,0.469041,3.593362,1.685434105842
141.0,0.467927,3.593338,1.681419870326
142.0,0.466467,3.593026,1.676028059142
143.0,0.46503,3.592934,1.67082209802
144.0,0.462658,3.592694,1.662188620652
145.0,0.458238,3.592434,1.646189771292
146.0,0.457777,3.592231,1.644440730487
147.0,0.455575,3.592198,1.63651560385
148.0,0.45887,3.592023,1.6482715940100001
149.0,0.450539,3.59182,1.61825499098
150.0,0.449181,3.59144,1.61320661064
151.0,0.449284,3.591463,1.613586862492
152.0,0.445981,3.591157,1.6015877900170001
153.0,0.44713,3.591102,1.60568943726
154.0,0.445474,3.590937,1.5996690691379998
155.0,0.439914,3.59073,1.5796123972200002
156.0,0.441682,3.59049,1.58585480418
157.0,0.439154,3.590227,1.576662547958
158.0,0.435062,3.59013,1.56192913806
159.0,0.432055,3.589897,1.551032948335
160.0,0.433107,3.589708,1.554727662756
161.0,0.376904,3.584151,1.350880848504
162.0,0.374558,3.583844,1.342357440952
163.0,0.370625,3.583631,1.328183239375
164.0,0.36401,3.583246,1.30433737646
165.0,0.365594,3.5831,1.3099598613999999
166.0,0.363935,3.582815,1.3039117770250002
167.0,0.365489,3.582698,1.309436709322
168.0,0.359498,3.582348,1.287846941304
169.0,0.355553,3.582102,1.273627112406
170.0,0.355246,3.581851,1.272438240346
171.0,0.352168,3.581683,1.261354138744
172.0,0.35036,3.581417,1.25478526012
173.0,0.348161,3.58119,1.24683069159
174.0,0.346229,3.581058,1.239866130282
175.0,0.344399,3.580799,1.233223594801
176.0,0.343449,3.580539,1.2297325390109999
177.0,0.337672,3.580154,1.208917761488
178.0,0.334832,3.580037,1.198710948784
179.0,0.334301,3.579839,1.196743757539
180.0,0.330851,3.579511,1.1842847938610002
181.0,0.326279,3.579344,1.1678647809759999
182.0,0.327316,3.579154,1.1715143706639999
183.0,0.322875,3.578903,1.155538306125
184.0,0.322707,3.578592,1.154836688544
185.0,0.318266,3.578419,1.138889101454
186.0,0.319678,3.578181,1.143865745718
187.0,0.314832,3.577896,1.126436153472
188.0,0.312568,3.57764,1.11825577952
189.0,0.30692,3.577378,1.09796885576
190.0,0.30699,3.577157,1.09815142743
191.0,0.358832,3.582061,1.285358112752
192.0,0.354725,3.581909,1.270592670025
193.0,0.354043,3.58166,1.26806165138
194.0,0.354416,3.581378,1.269297665248
195.0,0.351494,3.581256,1.258789996464
196.0,0.346561,3.580978,1.241027316658
197.0,0.345232,3.580677,1.236164282064
198.0,0.344239,3.580521,1.232554968519
199.0,0.339715,3.5803,1.2162816145
200.0,0.337098,3.579982,1.206804772236
201.0,0.335332,3.579844,1.200436248208
202.0,0.335104,3.579536,1.1995168317440001
203.0,0.329095,3.579322,1.17793697359
204.0,0.326832,3.579074,1.169755913568
205.0,0.321177,3.578844,1.149442379388
206.0,0.324619,3.578594,1.161679605686
207.0,0.318327,3.578335,1.1390806455450002
208.0,0.315826,3.578076,1.1300494307759998
209.0,0.313468,3.577757,1.121512331276
210.0,0.313785,3.577487,1.122561758295
211.0,0.311788,3.577273,1.115350794124
212.0,0.308252,3.576924,1.1025939768480002
213.0,0.303828,3.576674,1.086693708072
214.0,0.299041,3.576481,1.069514454721
215.0,0.297603,3.576169,1.064278622907
216.0,0.295938,3.575781,1.058209477578
217.0,0.288231,3.575557,1.0305863696670001
218.0,0.290358,3.575285,1.03811260203
219.0,0.28596,3.574992,1.02230471232
220.0,0.285572,3.574688,1.020830801536
221.0,0.282757,3.574386,1.010682662202
222.0,0.279343,3.574124,0.998406520532
223.0,0.272357,3.573777,0.9733431823890001
224.0,0.274413,3.573491,0.9806123857830001
225.0,0.270894,3.573217,0.9679630459980001
226.0,0.266116,3.572852,0.9507930828320001
227.0,0.264415,3.572614,0.9446527308100001
228.0,0.26001,3.572343,0.92884490343
229.0,0.2548,3.572002,0.9101461096000001
230.0,0.257112,3.571754,0.918340814448
231.0,0.252412,3.571428,0.9014712843360001
232.0,0.252042,3.571095,0.90006592599
233.0,0.247482,3.570768,0.8837008061760001
234.0,0.245408,3.570496,0.8762282823679999
235.0,0.242943,3.570168,0.8673473244239999
236.0,0.238516,3.569819,0.851458948604
237.0,0.231821,3.569514,0.827488304994
238.0,0.234979,3.569239,0.838696210981
239.0,0.229454,3.568923,0.8189036580419999
240.0,0.226535,3.568635,0.8084207297249999
241.0,0.223926,3.568246,0.7990230537959999
242.0,0.221503,3.567928,0.7903067557840001
243.0,0.217071,3.567604,0.774423367884
244.0,0.212068,3.567331,0.7565167505079999
245.0,0.211644,3.567042,0.7549430370479999
246.0,0.203256,3.566603,0.724933459368
247.0,0.207776,3.566245,0.7409801211199999
248.0,0.201958,3.565948,0.720171726184
249.0,0.199394,3.565624,0.710964031856
250.0,0.196807,3.565344,0.7016846566080001
251.0,0.195641,3.565049,0.697469751409
252.0,0.191885,3.564717,0.684015721545
253.0,0.186973,3.564284,0.666424872332
254.0,0.186261,3.564071,0.6638474285310001
255.0,0.179854,3.563713,0.6409480379020001
256.0,0.123949,3.557947,0.441003972703
257.0,0.119181,3.557334,0.423966623454
258.0,0.117099,3.557021,0.416523602079
259.0,0.11033,3.556666,0.39240695977999995
260.0,0.108765,3.556294,0.38680031691
261.0,0.104812,3.555955,0.37270675546
262.0,0.104781,3.555595,0.372558799695
263.0,0.101786,3.555241,0.361873760426
264.0,0.096683,3.554829,0.343691532207
265.0,0.094777,3.554476,0.33688257185200005
266.0,0.089552,3.55411,0.31827765872
267.0,0.089785,3.553793,0.31907730450500005
268.0,0.085019,3.553442,0.302110085398
269.0,0.081363,3.553033,0.289085423979
270.0,0.076782,3.552691,0.272782720362
271.0,0.0741,3.552326,0.26322735659999996
272.0,0.072216,3.551959,0.256508271144
273.0,0.06876,3.551481,0.24419983356
274.0,0.068994,3.55116,0.24500873303999998
275.0,0.061048,3.550811,0.216769909928
276.0,0.057932,3.550454,0.205684901128
277.0,0.055951,3.550129,0.198633267679
278.0,0.054628,3.549768,0.193916726304
279.0,0.048388,3.549312,0.17174410905600002
280.0,0.045758,3.54897,0.16239376926000001
281.0,0.043536,3.548643,0.15449372164800002
282.0,0.038001,3.548195,0.13483495819500002
283.0,0.032987,3.54783,0.11703226821
284.0,0.033521,3.547446,0.118913937366
285.0,0.030863,3.547066,0.109473097958
286.0,0.082933,3.552292,0.29460223243600003
287.0,0.081776,3.551997,0.290468106672
288.0,0.074168,3.551672,0.263420408896
289.0,0.074034,3.551283,0.262915685622
290.0,0.070275,3.550979,0.249545049225
291.0,0.067761,3.550584,0.24059112242400002
292.0,0.062139,3.550218,0.220606996302
293.0,0.059913,3.549895,0.212684859135
294.0,0.057681,3.549545,0.20474130514500002
295.0,0.053211,3.549153,0.18885398028300002
296.0,0.050612,3.54885,0.17961439619999997
297.0,0.045634,3.548431,0.161929100254
298.0,0.044479,3.54816,0.15781860864
299.0,0.042167,3.547703,0.149595992401
300.0,0.036066,3.547404,0.127940672664
301.0,0.034182,3.54703,0.12124457945999999
302.0,0.032374,3.546634,0.114818729116
303.0,0.030408,3.546306,0.10783607284800001
304.0,0.02505,3.545914,0.0888251457
305.0,0.018654,3.545517,0.066138074118
306.0,0.019565,3.545116,0.06936019454
307.0,0.016486,3.544826,0.058440001436000005
308.0,0.011929,3.544414,0.042281314606
309.0,0.004929,3.544045,0.017468597805000003
310.0,0.004656,3.543674,0.016499346144
311.0,-0.001846,3.543299,-0.0065409299540000005
312.0,-0.002056,3.54286,-0.007284120160000001
313.0,-0.005632,3.542521,-0.019951478271999997
314.0,-0.010642,3.542102,-0.037695049484
315.0,-0.015445,3.541697,-0.054701510165
316.0,-0.017118,3.541347,-0.06062077794600001
317.0,-0.02156,3.540983,-0.07634359348
318.0,-0.023613,3.540599,-0.083604164187
319.0,-0.022269,3.540323,-0.078839452887
320.0,-0.029083,3.539849,-0.102949428467
321.0,-0.034735,3.539457,-0.12294303889500001
322.0,-0.036807,3.539118,-0.13026431622600002
323.0,-0.042195,3.538572,-0.14931004554
324.0,-0.042359,3.538415,-0.149883720985
325.0,-0.046642,3.537998,-0.16501930271600002
326.0,-0.047182,3.537592,-0.16691066574400001
327.0,-0.050446,3.537139,-0.17843451399399998
328.0,-0.055468,3.536852,-0.196182106736
329.0,-0.05876,3.536381,-0.20779774756
330.0,-0.061244,3.535989,-0.216558110316
331.0,-0.064211,3.535647,-0.227027429517
332.0,-0.067367,3.535301,-0.23816262246699998
333.0,-0.06815,3.534904,-0.24090370760000002
334.0,-0.074067,3.534568,-0.261794848056
335.0,-0.07727,3.534225,-0.27308956575000004
336.0,-0.083118,3.53378,-0.29372072604
337.0,-0.088861,3.53328,-0.31397079408
338.0,-0.086221,3.53291,-0.30461103311000004
339.0,-0.093299,3.532578,-0.329585994822
340.0,-0.095075,3.532192,-0.33582315440000005
341.0,-0.098868,3.53178,-0.34918002504
342.0,-0.102265,3.53148,-0.3611468022
343.0,-0.103711,3.531134,-0.366217438274
344.0,-0.103636,3.531039,-0.365942757804
345.0,-0.103733,3.530985,-0.366279667005
346.0,-0.105121,3.530919,-0.371173736199
347.0,-0.105605,3.53095,-0.37288597475
348.0,-0.103907,3.530978,-0.366893331046
349.0,-0.104351,3.530954,-0.368458580854
350.0,-0.101545,3.531113,-0.358566869585
351.0,-0.157346,3.525533,-0.5547285154180001
352.0,-0.160513,3.525432,-0.5658776666159999
353.0,-0.154653,3.525421,-0.5452169339130001
354.0,-0.155512,3.525621,-0.548276372952
355.0,-0.153269,3.525545,-0.5403567566049999
356.0,-0.154625,3.525522,-0.54513383925
357.0,-0.149437,3.525698,-0.526869732026
358.0,-0.149817,3.5258,-0.5282247786
359.0,-0.149735,3.52573,-0.52792518155
360.0,-0.152457,3.525741,-0.537523895637
361.0,-0.148398,3.525846,-0.523228494708
362.0,-0.144371,3.525936,-0.509042906256
363.0,-0.142934,3.525962,-0.503979852508
364.0,-0.144219,3.526031,-0.508520664789
365.0,-0.145415,3.526185,-0.512760191775
366.0,-0.142858,3.526225,-0.50374945105
367.0,-0.141815,3.526211,-0.500069612965
368.0,-0.138485,3.526395,-0.488352811575
369.0,-0.136901,3.526498,-0.482781102698
370.0,-0.140931,3.526477,-0.496989930087
371.0,-0.139244,3.526539,-0.49104939651600005
372.0,-0.136136,3.526672,-0.480107019392
373.0,-0.137869,3.526672,-0.48621874196799997
374.0,-0.135137,3.526913,-0.476616442081
375.0,-0.131234,3.527018,-0.46286468021199995
376.0,-0.130774,3.52707,-0.46124905218
377.0,-0.129745,3.527203,-0.45763695323500003
378.0,-0.128312,3.527364,-0.45260312956800003
379.0,-0.127308,3.527347,-0.44905949187599997
380.0,-0.128687,3.527434,-0.453934899158
381.0,-0.069597,3.533276,-0.245905409772
382.0,-0.066034,3.533485,-0.23333014849
383.0,-0.066882,3.533514,-0.23632848334799997
384.0,-0.065924,3.533681,-0.232954386244
385.0,-0.063903,3.533677,-0.225812561331
386.0,-0.061639,3.533861,-0.21782365817899998
387.0,-0.059064,3.53411,-0.20873867304
388.0,-0.059894,3.534171,-0.211675637874
389.0,-0.056418,3.534312,-0.199398814416
390.0,-0.054629,3.534516,-0.19308707456399998
391.0,-0.053402,3.534657,-0.188757753114
392.0,-0.054092,3.534896,-0.191209594432
393.0,-0.050252,3.53486,-0.17763378472
394.0,-0.050681,3.535029,-0.179158804749
395.0,-0.048861,3.535229,-0.17273482416900002
396.0,-0.05013,3.535239,-0.17722153107
397.0,-0.046348,3.53549,-0.16386289052
398.0,-0.04571,3.535633,-0.16161378443
399.0,-0.04566,3.535831,-0.16144604346
400.0,-0.041731,3.536009,-0.147561191579
401.0,-0.039779,3.536002,-0.140658623558
402.0,-0.04113,3.536171,-0.14544271323
403.0,-0.036938,3.53638,-0.13062680444
404.0,-0.033808,3.536469,-0.11956094395199998
405.0,-0.034456,3.536758,-0.121862533648
406.0,-0.034696,3.536757,-0.122711320872
407.0,-0.033994,3.536916,-0.12023392250400002
408.0,-0.029255,3.537097,-0.103477772735
409.0,-0.026946,3.537276,-0.095315439096
410.0,-0.024535,3.537508,-0.08679275878
411.0,-0.026468,3.537652,-0.093634573136
412.0,-0.023944,3.537808,-0.084709274752
413.0,-0.021638,3.537942,-0.07655398899600001
414.0,-0.020246,3.538132,-0.071633020472
415.0,-0.016538,3.538319,-0.058516719622
416.0,-0.018534,3.538462,-0.065581854708
417.0,-0.013209,3.538697,-0.046742648673
418.0,-0.018925,3.538879,-0.066973285075
419.0,-0.009115,3.539042,-0.032258367829999995
420.0,-0.010369,3.53915,-0.036697446349999996
421.0,-0.007233,3.539364,-0.025600219812
422.0,-0.008748,3.539577,-0.030964219596
423.0,-0.004922,3.539752,-0.017422659344000002
424.0,-0.002787,3.539972,-0.009865901964
425.0,-0.001619,3.54009,-0.00573140571
426.0,-4.7e-05,3.54029,-0.00016639363
427.0,0.002761,3.540462,0.009775215582
428.0,0.007088,3.540743,0.025096786383999998
429.0,0.006474,3.540864,0.022923553536
430.0,0.012825,3.541098,0.045414581849999996
431.0,0.011383,3.541294,0.040310549602000006
432.0,0.008474,3.541468,0.030010399832000004
433.0,0.013425,3.541679,0.047547040575
434.0,0.013265,3.541911,0.046983449415
435.0,0.018518,3.542072,0.065592089296
436.0,0.018089,3.542189,0.064074656821
437.0,0.021952,3.542384,0.077762413568
438.0,0.019916,3.542607,0.070554561012
439.0,0.024261,3.542771,0.085951167231
440.0,0.026645,3.543025,0.094403901125
441.0,0.028669,3.543223,0.10158066018699999
442.0,0.026854,3.543407,0.095154651578
443.0,0.029319,3.543607,0.10389501363300001
444.0,0.032513,3.543738,0.115217553594
445.0,0.037073,3.544008,0.131387008584
446.0,-0.017058,3.538871,-0.060366061517999996
447.0,-0.017823,3.538725,-0.063070695675
448.0,-0.017169,3.538869,-0.060758841861
449.0,-0.012086,3.539064,-0.042773127504
450.0,-0.00982,3.539115,-0.0347541093
451.0,-0.010921,3.539464,-0.038654486344000004
452.0,-0.012106,3.5396,-0.0428503976
453.0,-0.007572,3.53983,-0.026803592759999998
454.0,-0.005533,3.540056,-0.019587129848
455.0,-0.00133,3.540278,-0.00470856974
456.0,-0.002401,3.540495,-0.008500728495
457.0,0.001326,3.540657,0.004694911182
458.0,0.003073,3.54087,0.01088109351
459.0,0.004005,3.541119,0.014182181595
460.0,0.00781,3.541355,0.027657982549999998
461.0,0.011474,3.541551,0.040635756174000004
462.0,0.011447,3.541672,0.040541519384000003
463.0,0.013327,3.541939,0.047203421053
464.0,0.016547,3.542113,0.058611343811
465.0,0.015184,3.54229,0.053786131359999996
466.0,0.019369,3.542534,0.068615341046
467.0,0.018569,3.542658,0.06578361640199999
468.0,0.023283,3.542995,0.082491552585
469.0,0.024121,3.54323,0.08546625082999999
470.0,0.029649,3.543393,0.105058059057
471.0,0.030696,3.543631,0.108775297176
472.0,0.030278,3.543832,0.107300145296
473.0,0.035913,3.544076,0.127278401388
474.0,0.036579,3.544323,0.129647791017
475.0,0.039778,3.544533,0.140994433674
476.0,0.092396,3.550096,0.328014670016
477.0,0.099405,3.550655,0.35295286027499995
478.0,0.100766,3.550957,0.357815733062
479.0,0.101751,3.551211,0.36133927046099995
480.0,0.102974,3.551479,0.365709998546
481.0,0.106714,3.551761,0.379022623354
482.0,0.105866,3.551942,0.376029891772
483.0,0.111382,3.55218,0.39564891275999997
484.0,0.11254,3.552519,0.39980048826000003
485.0,0.114774,3.55273,0.40776103302
486.0,0.118158,3.55302,0.41981773716
487.0,0.119591,3.553258,0.424937677478
488.0,0.119601,3.553507,0.42500299070700004
489.0,0.123212,3.553738,0.43786316645600004
490.0,0.124107,3.553988,0.441074788716
491.0,0.127527,3.55413,0.45324753651
492.0,0.131972,3.554523,0.46909750935600003
493.0,0.132471,3.554826,0.470911355046
494.0,0.133678,3.555017,0.47522756252599996
495.0,0.135848,3.555291,0.482979171768
496.0,0.138702,3.555586,0.493166889372
497.0,0.140806,3.555768,0.5006734690079999
498.0,0.141812,3.556048,0.504290278976
499.0,0.145667,3.556306,0.518036426102
500.0,0.147949,3.556542,0.526186832358
501.0,0.149549,3.556795,0.531915135455
502.0,0.152345,3.557185,0.541919348825
503.0,0.15432,3.557394,0.5489770420800001
504.0,0.155565,3.55757,0.5534333770500001
505.0,0.161033,3.557928,0.572943819624
506.0,0.16251,3.558135,0.5782325188499999
507.0,0.164223,3.558331,0.584359791813
508.0,0.16334,3.558596,0.5812610706400001
509.0,0.166164,3.558863,0.591354911532
510.0,0.172411,3.559146,0.6136359210060001
511.0,0.171586,3.559351,0.610734800686
512.0,0.169802,3.559687,0.604441971974
513.0,0.17512,3.56001,0.6234289512
514.0,0.180596,3.560264,0.642969437344
515.0,0.18214,3.560542,0.6485171198799999
516.0,0.186229,3.56075,0.66311491175
517.0,0.184897,3.560999,0.658418032103
518.0,0.188394,3.561338,0.6709347111720001
519.0,0.18737,3.561547,0.6673270613900001
520.0,0.191335,3.56189,0.68151422315
521.0,0.194054,3.562135,0.6912465452900001
522.0,0.197113,3.562336,0.7021827359680001
523.0,0.200667,3.562682,0.714912708894
524.0,0.201508,3.562914,0.717955674312
525.0,0.207851,3.563245,0.7406240364950001
526.0,0.206629,3.563453,0.736312729937
527.0,0.211165,3.563716,0.7525320891399999
528.0,0.210483,3.563978,0.750156781374
529.0,0.213559,3.564306,0.761189625054
530.0,0.216494,3.56455,0.7717036877
531.0,0.219142,3.564831,0.781204195002
532.0,0.219206,3.565121,0.781495913926
533.0,0.22141,3.565357,0.78940569337
534.0,0.222872,3.565641,0.7946815409519999
535.0,0.22567,3.565931,0.80472364877
536.0,0.229233,3.566163,0.817482242979
537.0,0.228365,3.566505,0.814464914325
538.0,0.234118,3.566734,0.835036630612
539.0,0.2368,3.567054,0.8446783872000001
540.0,0.239421,3.567277,0.8540810266169999
541.0,-0.721101,3.470961,-2.502913448061
542.0,-0.734602,3.468697,-2.548111753594
543.0,-0.731578,3.468802,-2.537699229556
544.0,-0.727809,3.468686,-2.524540888974
545.0,-0.728673,3.468287,-2.5272470931510003
546.0,-0.727613,3.468035,-2.5233873504549997
547.0,-0.723909,3.46804,-2.51054536836
548.0,-0.719775,3.468039,-2.4962077712250004
549.0,-0.716531,3.468297,-2.4851423177070004
550.0,-0.715948,3.468115,-2.4829899980200003
551.0,-0.718746,3.467819,-2.492481034974
552.0,-0.709568,3.467975,-2.4607640848
553.0,-0.707067,3.468361,-2.452363607187
554.0,-0.704517,3.468352,-2.4435129459839997
555.0,-0.704534,3.46814,-2.44342254676
556.0,-0.703431,3.467952,-2.439464943312
557.0,-0.699596,3.468108,-2.4262744843679998
558.0,-0.695396,3.468078,-2.4116875688880004
559.0,-0.691178,3.468607,-2.3974248490459997
560.0,-0.688059,3.468529,-2.386552595211
561.0,-0.690638,3.468267,-2.395316984346
562.0,-0.685658,3.468518,-2.378217114844
563.0,-0.6851,3.468548,-2.3763022348000002
564.0,-0.681756,3.468728,-2.364826126368
565.0,-0.676133,3.468823,-2.345385701459
566.0,-0.67834,3.468847,-2.35305767398
567.0,-0.670819,3.469046,-2.3271019686740004
568.0,-0.671792,3.469141,-2.330541170672
569.0,-0.669429,3.469185,-2.322373045365
570.0,-0.670089,3.469396,-2.324804096244
571.0,-0.665495,3.469514,-2.30894421943
572.0,-0.659906,3.469502,-2.289545186812
573.0,-0.6594,3.469695,-2.2879168830000003
574.0,-0.655839,3.469758,-2.275602616962
575.0,-0.652691,3.46993,-2.26479208163
576.0,-0.652147,3.470041,-2.2629768280270004
577.0,-0.65057,3.470174,-2.25759109918
578.0,-0.64708,3.470469,-2.24567108052
579.0,-0.645105,3.470538,-2.2388614164900003
580.0,-0.641856,3.470721,-2.227703098176
581.0,-0.637296,3.470809,-2.211932692464
582.0,-0.635957,3.471007,-2.207411198699
583.0,-0.634051,3.471056,-2.200826527856
584.0,-0.6305,3.471543,-2.1888078615
585.0,-0.62843,3.471666,-2.18169906438
586.0,-0.628312,3.471545,-2.1812133820399997
587.0,-0.623508,3.471706,-2.164636464648
588.0,-0.619562,3.472018,-2.1511304161159996
589.0,-0.618579,3.472152,-2.147800312008
590.0,-0.615711,3.472259,-2.137908061149
591.0,-0.614249,3.472541,-2.1330048367090004
592.0,-0.610265,3.472663,-2.1192446856949996
593.0,-0.608415,3.472846,-2.1129315990900004
594.0,-0.604691,3.472897,-2.100029559827
595.0,-0.604015,3.473116,-2.09781416074
596.0,-0.602739,3.473278,-2.0934801084420003
597.0,-0.597764,3.473528,-2.076349991392
598.0,-0.597716,3.473587,-2.076218527292
599.0,-0.593748,3.473843,-2.062587333564
600.0,-0.589051,3.474007,-2.046367297357
601.0,-0.589236,3.474231,-2.047141977516
602.0,-0.58656,3.474389,-2.03793761184
603.0,-0.585115,3.47444,-2.0329469606000004
604.0,-0.581086,3.474809,-2.019162862574
605.0,-0.57951,3.475198,-2.01391199298
606.0,-0.579234,3.475143,-2.0129209804620003
607.0,-0.575934,3.475282,-2.001533063388
608.0,-0.572542,3.475441,-1.989835941022
609.0,-0.571708,3.475552,-1.987000882816
610.0,-0.569154,3.475735,-1.9782284781900001
611.0,-0.564475,3.47617,-1.9622110607499998
612.0,-0.565199,3.476171,-1.964728373029
613.0,-0.562031,3.476368,-1.9538265834079998
614.0,-0.55974,3.476583,-1.94598256842
615.0,-0.554313,3.476958,-1.927323019854
616.0,-0.55211,3.477256,-1.91982781016
617.0,-0.549237,3.47704,-1.90971901848
618.0,-0.547571,3.477341,-1.904091088711
619.0,-0.545133,3.477927,-1.8959327792910001
620.0,-0.542325,3.477967,-1.8861884532749997
621.0,-0.53905,3.478085,-1.8748617192500001
622.0,-0.535125,3.478209,-1.861276591125
623.0,-0.535745,3.47848,-1.8635782676
624.0,-0.53236,3.478572,-1.8518525899200002
625.0,-0.53184,3.478637,-1.85007830208
