time,vbus,vbat,ibus,iload,ibat
43.266667,4.835078,4.018006,0.405745,0.136002,0.300791
43.283333,4.831644,4.017898,0.408293,0.13398,0.303118
43.3,4.827733,4.017626,0.403649,0.131738,0.298049
43.316667,4.828808,4.017312,0.401542,0.134098,0.296663
43.333333,4.834349,4.017013,0.400281,0.13605,0.294804
43.35,4.832432,4.01674,0.397979,0.134345,0.293487
43.366667,4.830628,4.016408,0.394886,0.134473,0.2909
43.383333,4.824559,4.016229,0.396378,0.133933,0.288586
43.4,4.830052,4.015865,0.392909,0.136825,0.283231
43.416667,4.834081,4.015529,0.390433,0.134596,0.280548
43.433333,4.833405,4.015252,0.389733,0.135344,0.279834
43.45,4.832445,4.014951,0.391157,0.130913,0.278965
43.466667,4.831474,4.014645,0.384487,0.133928,0.274876
43.483333,4.831329,4.014342,0.383526,0.133444,0.272114
43.5,4.833222,4.013958,0.379322,0.134243,0.268973
43.516667,4.832858,4.013718,0.378241,0.135244,0.268571
43.533333,4.832211,4.013367,0.377595,0.136522,0.265239
43.55,4.83027,4.013086,0.374827,0.132015,0.264609
43.566667,4.831531,4.01271,0.373221,0.134371,0.262616
43.583333,4.832045,4.012352,0.372139,0.133771,0.25968
43.6,4.831799,4.01205,0.369486,0.133282,0.257932
43.616667,4.829515,4.011689,0.365232,0.134031,0.255453
43.633333,4.82953,4.011398,0.367468,0.131909,0.253129
43.65,4.831253,4.011058,0.361856,0.135211,0.2474
43.666667,4.833121,4.010745,0.360449,0.136255,0.247617
43.683333,4.833088,4.010311,0.357656,0.134275,0.242062
43.7,4.833177,4.009997,0.356954,0.133278,0.242279
43.716667,4.830346,4.009658,0.354055,0.134761,0.237038
43.733333,4.82854,4.009336,0.352782,0.135619,0.23631
43.75,4.831621,4.00899,0.349642,0.134163,0.232964
43.766667,4.832628,4.008653,0.347268,0.135801,0.232921
43.783333,4.831576,4.008297,0.34609,0.131647,0.229577
43.8,4.830268,4.007957,0.342949,0.13198,0.224963
43.816667,4.828878,4.007577,0.342143,0.132286,0.224452
43.833333,4.830565,4.007237,0.341916,0.133452,0.220424
43.85,4.831471,4.00694,0.336486,0.13563,0.219432
43.866667,4.831108,4.00655,0.333995,0.135403,0.21535
43.883333,4.828347,4.006256,0.33212,0.132911,0.213957
43.9,4.828863,4.005846,0.335754,0.132066,0.211465
43.916667,4.828972,4.005548,0.330542,0.13346,0.207346
43.933333,4.8332,4.005092,0.328308,0.134051,0.206157
43.95,4.834318,4.004729,0.323858,0.135735,0.205427
43.966667,4.828875,4.004364,0.320421,0.134625,0.198025
43.983333,4.828936,4.003953,0.319318,0.134917,0.199111
44,4.83366,4.003592,0.31479,0.134232,0.193501
44.016667,4.834809,4.003274,0.313885,0.13605,0.192178
44.033333,4.833989,4.002805,0.314957,0.13505,0.191786
44.05,4.832172,4.002476,0.308974,0.133069,0.186976
44.066667,4.832588,4.002081,0.308743,0.132111,0.186006
44.083333,4.832083,4.001775,0.30766,0.13513,0.179747
44.1,4.831515,4.001401,0.305854,0.133836,0.182087
44.116667,4.830856,4.001063,0.302947,0.132789,0.178341
44.133333,4.830179,4.000715,0.300771,0.133767,0.176844
44.15,4.829459,4.000259,0.298906,0.133298,0.170132
44.166667,4.828769,3.999873,0.295111,0.131918,0.16777
44.183333,4.831335,3.999509,0.293274,0.135436,0.166814
44.2,4.834452,3.999091,0.292188,0.134988,0.163894
44.216667,4.832012,3.998661,0.29046,0.134606,0.16054
44.233333,4.826264,3.998521,0.286666,0.130659,0.157537
44.25,4.829619,3.997961,0.28371,0.132288,0.157445
44.266667,4.835131,3.997557,0.285192,0.13133,0.155247
44.283333,4.83479,3.99715,0.279276,0.134726,0.153165
44.3,4.832437,3.996763,0.278459,0.131744,0.148287
44.316667,4.827868,3.996405,0.274934,0.134014,0.144513
44.333333,4.831753,3.996019,0.276182,0.132268,0.141257
44.35,4.840705,3.976513,0.26898,0.253358,-0.010604
44.366667,4.842519,3.975816,0.265755,0.254474,-0.014993
44.383333,4.836698,3.975323,0.263236,0.255193,-0.017514
44.4,4.836353,3.974864,0.260581,0.253787,-0.022044
44.416667,4.839566,3.974374,0.259488,0.254099,-0.024257
44.433333,4.83933,3.973937,0.257511,0.253019,-0.024674
44.45,4.838622,3.973478,0.2567,0.255581,-0.026701
44.466667,4.837622,3.972992,0.252062,0.256516,-0.03054
44.483333,4.836924,3.972533,0.251344,0.253988,-0.034298
44.5,4.836241,3.972109,0.249113,0.251462,-0.037895
44.516667,4.835311,3.971594,0.246951,0.25482,-0.039304
44.533333,4.834601,3.971182,0.246072,0.255506,-0.040944
44.55,4.833911,3.970745,0.243046,0.254052,-0.040561
44.566667,4.833185,3.970336,0.24131,0.252991,-0.04919
44.583333,4.832475,3.969816,0.234787,0.254833,-0.050578
44.6,4.841949,3.969285,0.235857,0.254158,-0.055163
44.616667,4.842126,3.968799,0.233654,0.256119,-0.057906
44.633333,4.84068,3.968398,0.229768,0.252835,-0.063318
44.65,4.832246,3.967998,0.226781,0.254461,-0.062182
44.666667,4.836445,3.967451,0.225132,0.252749,-0.067765
44.683333,4.83906,3.967018,0.222952,0.254409,-0.067785
44.7,4.838654,3.966613,0.219985,0.256794,-0.07104
44.716667,4.83757,3.966183,0.219549,0.25353,-0.074148
44.733333,4.836652,3.965664,0.215377,0.254935,-0.079347
44.75,4.835941,3.965121,0.212969,0.252987,-0.081316
44.766667,4.835189,3.964698,0.209612,0.25477,-0.082656
44.783333,4.837468,3.964263,0.209972,0.25531,-0.083503
44.8,4.835379,3.96382,0.205505,0.254826,-0.090422
44.816667,4.833448,3.963353,0.204768,0.251985,-0.09256
44.833333,4.833988,3.96286,0.202489,0.254808,-0.097371
44.85,4.836272,3.962385,0.197824,0.252955,-0.098834
44.866667,4.836731,3.961939,0.198461,0.255984,-0.100504
44.883333,4.836082,3.961495,0.190653,0.257281,-0.104962
44.9,4.833416,3.961072,0.188952,0.254546,-0.10512
44.916667,4.828679,3.960622,0.189884,0.253033,-0.11146
44.933333,4.835096,3.960144,0.186779,0.254977,-0.114872
44.95,4.837416,3.9594,0.184465,0.255775,-0.116668
44.966667,4.837006,3.959186,0.181187,0.255216,-0.117941
44.983333,4.836296,3.958766,0.181292,0.253286,-0.121969
45,4.835611,3.958295,0.174947,0.253112,-0.123711
45.016667,4.834673,3.957775,0.173548,0.254787,-0.129084
45.033333,4.834062,3.95744,0.171232,0.254715,-0.132609
45.05,4.833137,3.956881,0.171632,0.253361,-0.132769
45.066667,4.832416,3.956491,0.16774,0.252709,-0.137467
45.083333,4.831527,3.955955,0.167171,0.253155,-0.140281
45.1,4.830768,3.955532,0.163263,0.254014,-0.143235
45.116667,4.829869,3.955045,0.162464,0.255317,-0.146264
45.133333,4.829166,3.954636,0.160303,0.255462,-0.147893
45.15,4.828092,3.954016,0.155157,0.254806,-0.150703
45.166667,4.827218,3.953529,0.154504,0.255752,-0.156136
45.183333,4.833551,3.953021,0.151321,0.256936,-0.160845
45.2,4.836847,3.952431,0.151476,0.256946,-0.163766
45.216667,4.835798,3.952209,0.148042,0.254662,-0.161676
45.233333,4.833294,3.951712,0.145359,0.252076,-0.167037
45.25,4.834757,3.951242,0.139934,0.252288,-0.171571
45.266667,4.834364,3.950873,0.141373,0.254124,-0.173365
45.283333,4.834148,3.950361,0.136614,0.253203,-0.175606
45.3,4.834554,3.949873,0.135366,0.253877,-0.17853
45.316667,4.833429,3.949423,0.132057,0.253013,-0.179403
45.333333,4.830856,3.948847,0.13007,0.254355,-0.18594
45.35,4.834119,3.948413,0.128397,0.25362,-0.188384
45.366667,4.834409,3.947974,0.126263,0.254072,-0.190977
45.383333,4.836774,3.947447,0.123184,0.253989,-0.193747
45.4,4.82809,3.94713,0.122968,0.255701,-0.197492
45.416667,4.832513,3.946578,0.119198,0.25182,-0.201433
45.433333,4.832487,3.945982,0.117725,0.254936,-0.202551
45.45,4.833405,3.945701,0.113665,0.256378,-0.205505
45.466667,4.833511,3.945119,0.108878,0.253443,-0.211432
45.483333,4.833664,3.944649,0.10611,0.251751,-0.212493
45.5,4.831016,3.944202,0.105849,0.254828,-0.214477
45.516667,4.831943,3.943844,0.104088,0.254314,-0.218512
45.533333,4.83777,3.943267,0.101914,0.255018,-0.221776
45.55,4.834265,3.942966,0.10131,0.254793,-0.221825
45.566667,4.831255,3.942519,0.096433,0.253246,-0.225992
45.583333,4.835635,3.941935,0.095217,0.253445,-0.230284
45.6,4.831723,3.941484,0.092512,0.254039,-0.23535
45.616667,4.831731,3.94097,0.086819,0.257639,-0.235167
45.633333,4.834445,3.940379,0.088668,0.253203,-0.237942
45.65,4.830692,3.940023,0.086298,0.254236,-0.246808
45.666667,4.829902,3.939474,0.083627,0.253464,-0.248672
45.683333,4.827562,3.9393,0.081305,0.25464,-0.248441
45.7,4.835472,3.938541,0.079268,0.253816,-0.251139
45.716667,4.834658,3.937991,0.074636,0.256374,-0.254716
45.733333,4.833103,3.938095,0.076198,0.253159,-0.256644
45.75,4.830517,3.938032,0.075114,0.255072,-0.254781
45.766667,4.831396,3.938009,0.077783,0.253866,-0.256975
45.783333,4.835495,3.937931,0.077391,0.255672,-0.255038
45.8,4.837569,3.937806,0.077487,0.256275,-0.25511
45.816667,4.837137,3.937853,0.073962,0.255235,-0.253315
45.833333,4.834523,3.937924,0.076458,0.254452,-0.255008
45.85,4.830469,3.938058,0.079822,0.252884,-0.251386
45.866667,4.834834,3.937975,0.075882,0.255585,-0.249374
45.883333,4.836149,3.93799,0.078615,0.254332,-0.249913
45.9,4.834315,3.938102,0.077008,0.254522,-0.247176
45.916667,4.827105,3.938255,0.081166,0.253097,-0.246972
45.933333,4.832219,3.938187,0.080565,0.252194,-0.248165
45.95,4.833899,3.938075,0.080225,0.256699,-0.246743
45.966667,4.834647,3.938425,0.087158,0.255647,-0.242992
45.983333,4.835427,3.938463,0.083641,0.25568,-0.243699
46,4.832934,3.938429,0.085365,0.253992,-0.243765
46.016667,4.83081,3.938573,0.085362,0.253803,-0.240736
46.033333,4.83267,3.938747,0.085222,0.253661,-0.241089
46.05,4.834891,3.938652,0.087774,0.256803,-0.23911
46.066667,4.835257,3.938712,0.088324,0.253975,-0.24109
46.083333,4.831971,3.938885,0.087635,0.252569,-0.237216
46.1,4.832366,3.938962,0.08808,0.256205,-0.237829
46.116667,4.830688,3.939016,0.091504,0.253745,-0.235427
46.133333,4.833529,3.939083,0.090737,0.254002,-0.236653
46.15,4.834328,3.939281,0.094592,0.257292,-0.231956
46.166667,4.829977,3.939329,0.092803,0.251856,-0.232875
46.183333,4.83164,3.939331,0.093059,0.254842,-0.231648
46.2,4.828199,3.939386,0.096097,0.25409,-0.232524
46.216667,4.830137,3.939577,0.094525,0.256405,-0.231142
46.233333,4.831519,3.93942,0.094888,0.256135,-0.228337
46.25,4.831109,3.939718,0.098729,0.252686,-0.228519
46.266667,4.832356,3.939878,0.09621,0.252988,-0.225014
46.283333,4.832015,3.940008,0.097405,0.256149,-0.225473
46.3,4.835184,3.940161,0.099472,0.256578,-0.225488
46.316667,4.837262,3.940164,0.101026,0.255397,-0.224516
46.333333,4.832781,3.940256,0.100269,0.253477,-0.221146
46.35,4.83196,3.940456,0.103905,0.253493,-0.222211
46.366667,4.829886,3.940484,0.102455,0.250663,-0.222423
46.383333,4.833394,3.940689,0.103246,0.255589,-0.21709
46.4,4.835061,3.940587,0.10432,0.256756,-0.217749
46.416667,4.834155,3.940681,0.105286,0.252232,-0.217135
46.433333,4.832957,3.940833,0.106173,0.253137,-0.216688
46.45,4.830514,3.941059,0.107348,0.25428,-0.215193
46.466667,4.832258,3.941078,0.107068,0.253948,-0.213521
46.483333,4.838541,3.941162,0.108485,0.253266,-0.210191
46.5,4.834916,3.941374,0.111896,0.252721,-0.212962
46.516667,4.830607,3.941385,0.11041,0.253332,-0.208369
46.533333,4.831242,3.941639,0.110898,0.251214,-0.205932
46.55,4.831538,3.941774,0.113131,0.254896,-0.207631
46.566667,4.831813,3.94198,0.114251,0.253298,-0.20314
46.583333,4.832119,3.942141,0.116874,0.255137,-0.205664
46.6,4.831972,3.942219,0.11643,0.253419,-0.20484
46.616667,4.831898,3.942236,0.116552,0.253554,-0.201476
46.633333,4.833015,3.942506,0.118844,0.25543,-0.201149
46.65,4.833139,3.942579,0.120557,0.25527,-0.198447
46.666667,4.83196,3.942739,0.120812,0.253253,-0.20132
46.683333,4.831147,3.942882,0.120009,0.253146,-0.196625
46.7,4.83056,3.942913,0.120451,0.255499,-0.196959
46.716667,4.83425,3.943175,0.122997,0.253775,-0.193846
46.733333,4.834362,3.943242,0.126457,0.255923,-0.192311
46.75,4.833389,3.943498,0.122861,0.255352,-0.191134
46.766667,4.830145,3.943578,0.12598,0.253499,-0.18853
46.783333,4.833554,3.943629,0.125293,0.252843,-0.187544
46.8,4.833005,3.943779,0.128913,0.256152,-0.187316
46.816667,4.834061,3.944074,0.131065,0.256224,-0.185592
46.833333,4.830881,3.94434,0.131863,0.256428,-0.184377
46.85,4.834489,3.944377,0.131141,0.251816,-0.180913
46.866667,4.829117,3.944619,0.132327,0.253462,-0.181475
46.883333,4.832915,3.944751,0.135124,0.256206,-0.179422
46.9,4.832399,3.944859,0.137602,0.257911,-0.182102
46.916667,4.834277,3.94513,0.13737,0.254023,-0.176187
46.933333,4.82996,3.945284,0.136503,0.253635,-0.173579
46.95,4.831636,3.945476,0.140219,0.253609,-0.173324
46.966667,4.838316,3.945421,0.139602,0.254535,-0.171743
46.983333,4.831422,3.945795,0.142568,0.254892,-0.168943
47,4.831713,3.945984,0.141771,0.254287,-0.167362
47.016667,4.835463,3.94608,0.14179,0.253482,-0.16841
47.033333,4.832497,3.946358,0.14544,0.253232,-0.167866
47.05,4.837464,3.946417,0.147109,0.2548,-0.164729
47.066667,4.833796,3.946756,0.148116,0.254481,-0.161692
47.083333,4.832435,3.946855,0.151473,0.254056,-0.158495
47.1,4.834184,3.947014,0.151858,0.254356,-0.159149
47.116667,4.832978,3.947258,0.150779,0.252582,-0.160702
47.133333,4.834431,3.94744,0.153276,0.252963,-0.153842
47.15,4.836038,3.947615,0.156667,0.25415,-0.153645
47.166667,4.83459,3.947816,0.156087,0.25463,-0.151087
47.183333,4.832382,3.948019,0.154002,0.254165,-0.150944
47.2,4.832733,3.948189,0.158706,0.252759,-0.148884
47.216667,4.833125,3.948411,0.160068,0.254664,-0.14949
47.233333,4.834325,3.948621,0.160757,0.25742,-0.147177
47.25,4.834665,3.948855,0.16287,0.255889,-0.146578
47.266667,4.834064,3.948909,0.163554,0.253948,-0.145483
47.283333,4.834704,3.949197,0.165495,0.253875,-0.141031
47.3,4.834857,3.94931,0.166208,0.253628,-0.138921
47.316667,4.835277,3.949518,0.165925,0.251219,-0.141491
47.333333,4.835711,3.949743,0.167751,0.255592,-0.138282
47.35,4.83437,3.949978,0.170482,0.255046,-0.134771
47.366667,4.830225,3.950176,0.172558,0.252823,-0.135414
47.383333,4.831178,3.950441,0.173165,0.253784,-0.130215
47.4,4.837087,3.950485,0.173051,0.255145,-0.130968
47.416667,4.83762,3.950818,0.17359,0.254804,-0.132566
47.433333,4.830426,3.951016,0.175931,0.251504,-0.128191
47.45,4.82711,3.951313,0.178891,0.253028,-0.124464
47.466667,4.82736,3.951446,0.182189,0.255874,-0.122993
47.483333,4.835976,3.951528,0.178739,0.255274,-0.122553
47.5,4.839489,3.95169,0.182392,0.255839,-0.118413
47.516667,4.830691,3.952229,0.183484,0.255525,-0.115489
47.533333,4.82915,3.952462,0.18561,0.255095,-0.116249
47.55,4.829511,3.952684,0.186858,0.251982,-0.117044
47.566667,4.830978,3.952639,0.188211,0.255433,-0.113686
47.583333,4.830091,3.952933,0.188212,0.254021,-0.112
47.6,4.830567,3.953214,0.190509,0.253798,-0.111835
47.616667,4.830823,3.953328,0.191364,0.255689,-0.108914
47.633333,4.831547,3.953715,0.193574,0.252125,-0.10613
47.65,4.832021,3.953992,0.19426,0.256214,-0.103909
47.666667,4.832383,3.954149,0.196593,0.255266,-0.102748
47.683333,4.832806,3.954393,0.197711,0.254397,-0.1013
47.7,4.833174,3.954581,0.198239,0.252878,-0.099874
47.716667,4.833691,3.954854,0.198748,0.253341,-0.09547
47.733333,4.834084,3.955087,0.202292,0.252264,-0.092256
47.75,4.834425,3.955312,0.204575,0.255518,-0.094049
47.766667,4.835012,3.955583,0.205587,0.253362,-0.091572
47.783333,4.835373,3.955779,0.205122,0.252753,-0.088979
47.8,4.83582,3.956,0.208987,0.254663,-0.087763
47.816667,4.836178,3.956251,0.210317,0.255535,-0.087547
47.833333,4.836635,3.956468,0.210618,0.256454,-0.084535
47.85,4.837244,3.95679,0.213689,0.255091,-0.080941
47.866667,4.83761,3.956987,0.214139,0.254026,-0.079438
47.883333,4.838014,3.957214,0.214864,0.254686,-0.079818
47.9,4.838495,3.957504,0.217572,0.256393,-0.077611
47.916667,4.83894,3.957726,0.215919,0.254646,-0.073588
47.933333,4.835525,3.957967,0.220903,0.254662,-0.0739
47.95,4.833305,3.958214,0.223474,0.252701,-0.070252
47.966667,4.83689,3.958473,0.222101,0.255411,-0.069253
47.983333,4.83406,3.958844,0.224594,0.253751,-0.06642
48,4.841253,3.958984,0.223839,0.253566,-0.065454
48.016667,4.838284,3.959238,0.228204,0.256228,-0.060101
48.033333,4.832351,3.959496,0.228644,0.255538,-0.061441
48.05,4.835198,3.959744,0.228466,0.254621,-0.062293
48.066667,4.842121,3.95993,0.23592,0.255083,-0.056691
48.083333,4.840086,3.96021,0.23532,0.254741,-0.059478
48.1,4.834598,3.960546,0.234864,0.253321,-0.05267
48.116667,4.833637,3.960863,0.237602,0.255317,-0.048574
48.133333,4.833549,3.961084,0.239596,0.253584,-0.050125
48.15,4.836663,3.96136,0.240203,0.256641,-0.046861
48.166667,4.835515,3.961691,0.242867,0.253367,-0.043272
48.183333,4.8361,3.961812,0.24457,0.255074,-0.042186
48.2,4.835404,3.962125,0.246984,0.25417,-0.041237
48.216667,4.835805,3.962378,0.24667,0.253358,-0.042226
48.233333,4.836176,3.962588,0.245836,0.254543,-0.037021
48.25,4.83682,3.962942,0.250288,0.254116,-0.038196
48.266667,4.837294,3.963226,0.252163,0.255359,-0.032272
48.283333,4.837656,3.963373,0.252188,0.255245,-0.033762
48.3,4.838179,3.963707,0.253372,0.252123,-0.02878
48.316667,4.83873,3.963968,0.254561,0.254798,-0.028121
48.333333,4.839104,3.964224,0.256817,0.25571,-0.024384
48.35,4.839527,3.964472,0.258506,0.255104,-0.025175
48.366667,4.840094,3.964728,0.259301,0.254815,-0.024538
48.383333,4.84056,3.964996,0.26153,0.253398,-0.022839
48.4,4.835858,3.965348,0.264903,0.254628,-0.017118
48.416667,4.84159,3.965582,0.265736,0.253955,-0.017336
48.433333,4.841995,3.96577,0.265592,0.255582,-0.015292
48.45,4.832535,3.96619,0.268654,0.25393,-0.009552
48.466667,4.831542,3.96647,0.270247,0.252012,-0.01177
48.483333,4.831957,3.966725,0.270044,0.253386,-0.009153
48.5,4.832588,3.967077,0.273792,0.255031,-0.006204
48.516667,4.833028,3.96739,0.275092,0.256585,-0.005076
48.533333,4.833562,3.967562,0.281486,0.254204,-0.003193
48.55,4.834019,3.967895,0.276169,0.251892,0.000975
48.566667,4.834448,3.968097,0.281027,0.255239,0.001982
48.583333,4.835103,3.968458,0.282998,0.256934,0.004403
48.6,4.835529,3.968711,0.284249,0.256807,0.004824
48.616667,4.835975,3.968909,0.283941,0.251983,0.006274
48.633333,4.836541,3.969223,0.288846,0.253733,0.008978
48.65,4.836979,3.969516,0.289253,0.25343,0.010306
48.666667,4.837472,3.969765,0.290478,0.254711,0.014112
48.683333,4.838032,3.970091,0.292812,0.255982,0.014486
48.7,4.838429,3.970302,0.291794,0.254429,0.019124
48.716667,4.836145,3.970668,0.297541,0.25375,0.021371
48.733333,4.837853,3.970913,0.29559,0.255827,0.025633
48.75,4.839969,3.971143,0.298804,0.255798,0.025586
48.766667,4.840518,3.971501,0.300743,0.254967,0.027096
48.783333,4.832255,3.97181,0.300126,0.254484,0.031031
48.8,4.830134,3.972153,0.304588,0.256208,0.031352
48.816667,4.830714,3.972422,0.306396,0.254503,0.034084
48.833333,4.830998,3.972633,0.309269,0.256659,0.035373
48.85,4.831844,3.97298,0.309335,0.256029,0.038513
48.866667,4.832378,3.973344,0.310558,0.252735,0.03852
48.883333,4.832737,3.973584,0.311413,0.25467,0.041278
48.9,4.833164,3.973823,0.314324,0.254374,0.042751
48.916667,4.83374,3.974158,0.315593,0.254377,0.045358
48.933333,4.83415,3.974411,0.318863,0.255492,0.04813
48.95,4.834779,3.974776,0.320553,0.251896,0.051037
48.966667,4.834704,3.97504,0.322215,0.252996,0.050893
48.983333,4.834423,3.975371,0.322579,0.252661,0.055151
49,4.836276,3.975615,0.327086,0.25444,0.055729
49.016667,4.834686,3.97598,0.326247,0.255138,0.06295
49.033333,4.832462,3.976259,0.328927,0.25418,0.060054
49.05,4.832094,3.976499,0.326892,0.254287,0.060898
49.066667,4.830058,3.976932,0.329506,0.253461,0.065219
49.083333,4.833291,3.97719,0.33031,0.257988,0.065901
49.1,4.831224,3.9773,0.334187,0.256642,0.067021
49.116667,4.833004,3.977779,0.337506,0.255636,0.069988
49.133333,4.830824,3.978106,0.339055,0.253973,0.074749
49.15,4.83365,3.978326,0.337298,0.253282,0.075809
49.166667,4.833541,3.978719,0.342009,0.255967,0.078099
49.183333,4.833212,3.979047,0.346238,0.257306,0.08248
49.2,4.833773,3.979291,0.345784,0.256126,0.080623
49.216667,4.834088,3.979653,0.346703,0.255412,0.087658
49.233333,4.833633,3.979909,0.348786,0.25405,0.08767
49.25,4.835385,3.98014,0.349853,0.256123,0.088547
49.266667,4.835367,3.980492,0.352191,0.256807,0.090415
49.283333,4.837184,3.980736,0.352397,0.256039,0.091874
49.3,4.83601,3.981065,0.355742,0.253694,0.095345
49.316667,4.835923,3.98128,0.357574,0.257231,0.09546
49.333333,4.836501,3.981658,0.357387,0.254069,0.099267
49.35,4.831939,4.00069,0.364484,0.136203,0.247727
49.366667,4.830744,4.001423,0.36106,0.131721,0.251074
49.383333,4.830935,4.001775,0.364213,0.135219,0.252657
49.4,4.828525,4.002202,0.36493,0.133405,0.252911
49.416667,4.833454,4.002564,0.369358,0.135409,0.257696
49.433333,4.832619,4.002868,0.373851,0.134488,0.260138
49.45,4.831343,4.003344,0.372717,0.133255,0.265137
49.466667,4.833298,4.003549,0.372953,0.13301,0.262416
49.483333,4.83094,4.003967,0.37422,0.13221,0.264159
49.5,4.830035,4.004363,0.377847,0.134269,0.269408
49.516667,4.835375,4.00463,0.379732,0.135403,0.270132
49.533333,4.835262,4.005022,0.379288,0.133517,0.272355
49.55,4.829642,4.00541,0.381256,0.131944,0.27366
49.566667,4.831245,4.005726,0.384601,0.134538,0.277904
49.583333,4.832985,4.006133,0.383963,0.136282,0.279053
49.6,4.83361,4.006428,0.387596,0.134248,0.281809
49.616667,4.833164,4.006792,0.389759,0.134997,0.282951
49.633333,4.830271,4.007116,0.392269,0.134345,0.282476
49.65,4.831845,4.007503,0.391822,0.133593,0.28789
49.666667,4.832477,4.007838,0.393221,0.135724,0.287812
49.683333,4.833224,4.008172,0.39674,0.134088,0.290318
49.7,4.829092,4.008466,0.396892,0.134477,0.29381
49.716667,4.828319,4.008886,0.402671,0.133339,0.294527
49.733333,4.828747,4.009189,0.404368,0.134573,0.296048
49.75,4.830198,4.009536,0.40554,0.136627,0.300161
49.766667,4.83166,4.009889,0.405424,0.134226,0.302931
49.783333,4.831723,4.010154,0.407413,0.133094,0.300219
49.8,4.829701,4.010503,0.408814,0.135808,0.305394
49.816667,4.8321,4.010839,0.409369,0.134245,0.306661
49.833333,4.83147,4.011206,0.412753,0.136447,0.308824
49.85,4.831134,4.011443,0.41335,0.135752,0.310412
49.866667,4.833488,4.011858,0.415968,0.135282,0.312145
49.883333,4.831162,4.012263,0.417052,0.133691,0.315546
49.9,4.829016,4.012561,0.418822,0.132559,0.317018
49.916667,4.830878,4.012915,0.423032,0.132265,0.318632
49.933333,4.833757,4.013005,0.421169,0.137059,0.31888
49.95,4.834795,4.013485,0.426238,0.135701,0.32444
49.966667,4.829143,4.01391,0.427826,0.135733,0.32303
49.983333,4.82753,4.014191,0.426803,0.133188,0.3275
50,4.831653,4.014569,0.431159,0.132567,0.330615
50.016667,4.830642,4.014856,0.433122,0.133736,0.332996
50.033333,4.831565,4.015224,0.436056,0.133207,0.333913
50.05,4.833059,4.015511,0.435928,0.134929,0.335181
50.066667,4.831937,4.015749,0.433958,0.132549,0.339661
50.083333,4.830636,4.01621,0.438485,0.13476,0.341036
50.1,4.834708,4.016456,0.438961,0.133625,0.341485
50.116667,4.832877,4.016765,0.442958,0.13579,0.344917
50.133333,4.829712,4.017176,0.443328,0.135277,0.345478
50.15,4.829554,4.017554,0.44433,0.132516,0.347985
50.166667,4.830136,4.017735,0.449763,0.134415,0.35025
50.183333,4.832069,4.018197,0.449221,0.137521,0.353831
50.2,4.831126,4.018563,0.450835,0.13716,0.353111
50.216667,4.830756,4.018605,0.452234,0.134318,0.356739
50.233333,4.832296,4.019144,0.453067,0.134719,0.358323
50.25,4.830833,4.019328,0.45606,0.133382,0.361737
50.266667,4.833337,4.019777,0.455794,0.134389,0.362075
50.283333,4.833042,4.020126,0.458253,0.136562,0.360287
50.3,4.82926,4.020332,0.460087,0.134284,0.36471
50.316667,4.830432,4.020792,0.461129,0.133022,0.368377
50.333333,4.829041,4.021036,0.464057,0.132466,0.371515
50.35,4.831218,4.021297,0.465935,0.135052,0.372908
50.366667,4.835015,4.021671,0.468168,0.135717,0.373607
50.383333,4.830327,4.022051,0.466388,0.133685,0.375257
50.4,4.829381,4.02245,0.473261,0.135274,0.377838
50.416667,4.82772,4.022735,0.472638,0.13631,0.378113
50.433333,4.829482,4.017041,0.475636,0.176838,0.335871
50.45,4.833179,4.016949,0.473497,0.174819,0.33568
50.466667,4.832087,4.017293,0.477228,0.174279,0.337236
50.483333,4.829772,4.01764,0.477789,0.173076,0.338134
50.5,4.831612,4.017986,0.477834,0.173902,0.343491
50.516667,4.831682,4.018047,0.478287,0.177165,0.343483
50.533333,4.830803,4.018636,0.485424,0.173727,0.345703
50.55,4.831905,4.018827,0.486931,0.174137,0.348173
50.566667,4.830868,4.019122,0.485551,0.174601,0.349471
50.583333,4.831001,4.019482,0.488316,0.174246,0.351868
50.6,4.829634,4.019598,0.490113,0.174931,0.35402
50.616667,4.833516,4.020074,0.492878,0.173519,0.354385
50.633333,4.832974,4.020174,0.494081,0.17659,0.355938
50.65,4.828054,4.020658,0.493909,0.171367,0.360029
50.666667,4.829963,4.021015,0.497599,0.176196,0.36008
50.683333,4.83132,4.021181,0.497581,0.17604,0.363977
50.7,4.832051,4.021604,0.501482,0.173757,0.363273
50.716667,4.830912,4.021809,0.502932,0.175541,0.368764
50.733333,4.828019,4.022131,0.502686,0.1736,0.369018
50.75,4.830155,4.022512,0.505818,0.172495,0.369435
50.766667,4.828901,4.022729,0.509732,0.174542,0.374134
50.783333,4.832545,4.02303,0.50803,0.177086,0.374612
50.8,4.829093,4.023452,0.510306,0.174605,0.374762
50.816667,4.828565,4.023527,0.51019,0.172529,0.375288
50.833333,4.829771,4.023995,0.513619,0.175928,0.381558
50.85,4.830827,4.024148,0.514655,0.176123,0.382652
50.866667,4.830907,4.024564,0.516117,0.174073,0.380764
50.883333,4.832047,4.024829,0.517466,0.174132,0.386517
50.9,4.831177,4.025051,0.517896,0.17293,0.387399
50.916667,4.83139,4.025454,0.520872,0.1735,0.392513
50.933333,4.831219,4.03176,0.521763,0.135633,0.436015
50.95,4.8319,4.032357,0.523732,0.135933,0.441196
50.966667,4.83264,4.032508,0.526615,0.134048,0.441789
