time,vbus,vbat,ibus,iload,ibat
15.266667,4.833596,3.919154,0.699356,0.819672,-0.185689
15.283333,4.834253,3.919124,0.69987,0.818602,-0.18388
15.3,4.836803,3.918547,0.695795,0.817604,-0.185062
15.316667,4.832971,3.918691,0.699324,0.818715,-0.186014
15.333333,4.833887,3.918574,0.700005,0.81589,-0.186572
15.35,4.830975,3.918523,0.697814,0.818021,-0.186555
15.366667,4.833755,3.918516,0.696015,0.819279,-0.188536
15.383333,4.833993,3.918092,0.696638,0.818353,-0.188283
15.4,4.83424,3.918322,0.69597,0.819819,-0.188294
15.416667,4.833609,3.918229,0.694395,0.817723,-0.191596
15.433333,4.836227,3.917888,0.69403,0.818417,-0.193163
15.45,4.831795,3.918303,0.697762,0.819516,-0.187834
15.466667,4.833894,3.917853,0.694316,0.81715,-0.187579
15.483333,4.83487,3.917652,0.694003,0.821386,-0.194668
15.5,4.831707,3.917632,0.694528,0.81832,-0.191302
15.516667,4.834358,3.917608,0.690735,0.819671,-0.193975
15.533333,4.831165,3.917717,0.694133,0.820648,-0.192821
15.55,4.834452,3.91741,0.695779,0.820595,-0.193229
15.566667,4.837171,3.9172,0.688276,0.819294,-0.197409
15.583333,4.832077,3.917312,0.690663,0.818093,-0.194653
15.6,4.83604,3.916955,0.687678,0.819149,-0.198368
15.616667,4.833932,3.916874,0.687811,0.818136,-0.195404
15.633333,4.83317,3.917137,0.690584,0.821415,-0.194645
15.65,4.833226,3.916856,0.68716,0.819456,-0.19467
15.666667,4.832242,3.916568,0.688975,0.819652,-0.199195
15.683333,4.830891,4.023204,0.69406,0.144975,0.627467
15.7,4.82808,4.025765,0.693622,0.132579,0.646124
15.716667,4.830106,4.026219,0.693471,0.134002,0.645916
15.733333,4.829471,4.026523,0.696389,0.133283,0.64498
15.75,4.829652,4.026638,0.692938,0.132962,0.642405
15.766667,4.829007,4.026987,0.691475,0.133853,0.639795
15.783333,4.831474,4.027163,0.689013,0.13341,0.639454
15.8,4.830934,4.027199,0.692363,0.136094,0.640722
15.816667,4.832952,4.027414,0.689834,0.133439,0.6416
15.833333,4.830217,4.027462,0.690125,0.132445,0.640452
15.85,4.829491,4.027839,0.689289,0.134977,0.638886
15.866667,4.830495,4.027951,0.687598,0.133495,0.63665
15.883333,4.831294,4.027839,0.685602,0.133883,0.636245
15.9,4.832474,4.028101,0.689727,0.133364,0.638722
15.916667,4.831684,4.028265,0.685894,0.134503,0.635102
15.933333,4.829773,4.028232,0.685769,0.133085,0.631018
15.95,4.830766,4.028276,0.681888,0.133591,0.632827
15.966667,4.831362,4.028445,0.683513,0.132957,0.632831
15.983333,4.830771,4.028378,0.685157,0.133025,0.632753
16,4.832688,4.0284,0.6807,0.134521,0.630762
16.016667,4.829846,4.028616,0.681983,0.132335,0.629252
16.033333,4.830794,4.028654,0.681051,0.133771,0.632121
16.05,4.8297,4.028584,0.680181,0.133595,0.628306
16.066667,4.832618,4.028607,0.679942,0.136629,0.625959
16.083333,4.831527,4.028828,0.677919,0.13638,0.62785
16.1,4.831792,4.028769,0.675476,0.132976,0.624702
16.116667,4.83012,4.028584,0.676559,0.133309,0.626329
16.133333,4.830767,4.028791,0.679757,0.132054,0.620903
16.15,4.831467,4.028677,0.675594,0.134815,0.623037
16.166667,4.832914,4.028725,0.673658,0.134122,0.621765
16.183333,4.831554,4.028745,0.673078,0.133687,0.617212
16.2,4.829544,4.028844,0.675885,0.134541,0.620657
16.216667,4.830889,4.02879,0.67134,0.134827,0.618318
16.233333,4.832381,4.028816,0.668717,0.133948,0.618324
16.25,4.832032,4.028736,0.669725,0.137592,0.615152
16.266667,4.832075,4.028749,0.667832,0.134067,0.615009
16.283333,4.827599,4.028809,0.668302,0.134476,0.610799
16.3,4.831232,4.028681,0.667426,0.135252,0.614599
16.316667,4.830459,4.028735,0.667071,0.135462,0.613025
16.333333,4.833272,4.028718,0.66427,0.134982,0.611706
16.35,4.831771,4.028675,0.666228,0.13307,0.6108
16.366667,4.828072,4.028655,0.662465,0.135106,0.606267
16.383333,4.830663,4.028539,0.663769,0.135483,0.606954
16.4,4.832603,4.028409,0.662535,0.135971,0.612102
16.416667,4.831983,4.028257,0.662133,0.134854,0.60222
16.433333,4.831741,4.028389,0.658975,0.131821,0.599651
16.45,4.828837,4.028365,0.658593,0.133071,0.602581
16.466667,4.830332,4.028381,0.657852,0.128488,0.601596
16.483333,4.832476,4.028136,0.656924,0.132609,0.599054
16.5,4.8307,4.028187,0.655046,0.133165,0.600492
16.516667,4.831927,4.028278,0.655639,0.135327,0.598899
16.533333,4.83004,4.02806,0.65373,0.131518,0.597059
16.55,4.828968,4.028033,0.652676,0.133131,0.597016
16.566667,4.835119,4.027903,0.650793,0.132598,0.595319
16.583333,4.831941,4.027877,0.6531,0.131961,0.593038
16.6,4.829539,4.02792,0.650137,0.132942,0.593483
16.616667,4.829525,4.027793,0.650991,0.134004,0.589173
16.633333,4.830472,4.027503,0.648271,0.131684,0.590792
16.65,4.831366,4.027744,0.645941,0.134502,0.590962
16.666667,4.833783,4.027489,0.646406,0.131742,0.587623
16.683333,4.829539,4.02752,0.646579,0.13308,0.58717
16.7,4.828135,4.027347,0.644772,0.130054,0.587082
16.716667,4.831131,4.027294,0.641938,0.133247,0.584503
16.733333,4.834684,4.027152,0.640205,0.135343,0.582651
16.75,4.835388,4.027028,0.64074,0.13469,0.58383
16.766667,4.831152,4.021254,0.639893,0.171125,0.535972
16.783333,4.827489,4.020806,0.636056,0.175388,0.532775
16.8,4.828183,4.020689,0.638362,0.172477,0.52917
16.816667,4.832551,4.020497,0.6372,0.174386,0.527656
16.833333,4.833751,4.020251,0.632623,0.174856,0.525418
16.85,4.831676,4.020121,0.633258,0.172228,0.528751
16.866667,4.827766,4.020186,0.636639,0.173059,0.522201
16.883333,4.828732,4.019802,0.630732,0.173117,0.526272
16.9,4.831549,4.019941,0.633336,0.174922,0.522724
16.916667,4.8345,4.019777,0.630208,0.175798,0.520317
16.933333,4.833985,4.019668,0.628708,0.173114,0.519693
16.95,4.825917,4.019527,0.626889,0.171749,0.520885
16.966667,4.829917,4.0193,0.625666,0.171476,0.511649
16.983333,4.832173,4.019234,0.626614,0.175045,0.515059
17,4.83281,4.019123,0.62104,0.173976,0.515105
17.016667,4.830737,4.019148,0.621815,0.175254,0.511476
17.033333,4.830564,4.018736,0.621657,0.173973,0.513508
17.05,4.831756,4.018683,0.618589,0.172845,0.511438
17.066667,4.831923,4.018521,0.617619,0.174322,0.504982
17.083333,4.832142,4.0185,0.619422,0.176013,0.504814
17.1,4.83042,4.018355,0.615429,0.175177,0.506678
17.116667,4.831808,4.018152,0.615747,0.17438,0.500872
17.133333,4.829635,4.017947,0.612537,0.171941,0.501008
17.15,4.830628,4.017908,0.611181,0.173859,0.500511
17.166667,4.833618,4.01759,0.609335,0.174812,0.500076
17.183333,4.833278,4.017565,0.60971,0.176038,0.497625
17.2,4.831454,4.017539,0.607874,0.175333,0.497383
17.216667,4.829527,4.017272,0.608699,0.173767,0.495272
17.233333,4.829449,4.017346,0.605259,0.172532,0.492841
17.25,4.830895,4.016794,0.605361,0.175489,0.494846
17.266667,4.830071,4.022896,0.605818,0.133823,0.539659
17.283333,4.830619,4.022811,0.602254,0.131463,0.532767
17.3,4.829168,4.022727,0.600926,0.133542,0.534666
17.316667,4.830991,4.022584,0.599567,0.134081,0.533006
17.333333,4.831274,4.022597,0.600639,0.135265,0.533268
17.35,4.83011,4.022259,0.595888,0.133616,0.531477
17.366667,4.833232,4.022156,0.595599,0.135474,0.528936
17.383333,4.82733,4.021983,0.593293,0.131798,0.527006
17.4,4.82923,4.022069,0.595228,0.131357,0.525602
17.416667,4.830022,4.021651,0.595709,0.13602,0.525864
17.433333,4.833171,4.021589,0.59187,0.133026,0.525641
17.45,4.829725,4.021457,0.588181,0.133493,0.522598
17.466667,4.830122,4.021317,0.587692,0.135003,0.521279
17.483333,4.828638,4.021089,0.585835,0.132936,0.519098
17.5,4.8328,4.020862,0.585479,0.13351,0.51715
17.516667,4.835074,4.020759,0.584367,0.133653,0.512658
17.533333,4.8335,4.020512,0.582672,0.133552,0.516264
17.55,4.829903,4.020427,0.581921,0.133306,0.512397
17.566667,4.828435,4.020361,0.580885,0.132323,0.51289
17.583333,4.831399,4.020064,0.576197,0.133326,0.509136
17.6,4.832579,4.019974,0.578524,0.132697,0.503889
17.616667,4.832693,4.019838,0.574089,0.133898,0.50899
17.633333,4.832795,4.019455,0.576794,0.133532,0.502116
17.65,4.830957,4.019255,0.570635,0.134728,0.501077
17.666667,4.831895,4.019045,0.572275,0.133494,0.5019
17.683333,4.832581,4.019134,0.570515,0.134068,0.498156
17.7,4.831472,4.018845,0.569485,0.13541,0.497372
17.716667,4.830906,4.018643,0.567158,0.129222,0.495645
17.733333,4.829437,4.01844,0.565244,0.131937,0.494782
17.75,4.8311,4.018547,0.561507,0.130294,0.490064
17.766667,4.83355,4.018055,0.560071,0.13613,0.489047
17.783333,4.831283,4.018166,0.562209,0.134941,0.486942
17.8,4.830211,4.017786,0.561329,0.133131,0.488332
17.816667,4.829552,4.017766,0.555037,0.13282,0.482997
17.833333,4.828659,4.017428,0.556317,0.132546,0.483669
17.85,4.828899,4.01743,0.555231,0.135475,0.481526
17.866667,4.829068,4.017132,0.555125,0.13477,0.480609
17.883333,4.831024,4.017047,0.553432,0.135651,0.480306
17.9,4.830749,4.01663,0.553286,0.133358,0.481307
17.916667,4.828275,4.016599,0.55098,0.133173,0.473358
17.933333,4.829535,4.016419,0.551501,0.138304,0.47435
17.95,4.834032,4.016139,0.546472,0.134419,0.4743
17.966667,4.83171,4.015881,0.544382,0.133329,0.468989
17.983333,4.82737,4.015775,0.54435,0.133903,0.467146
18,4.828595,4.015614,0.543775,0.130451,0.464933
18.016667,4.833334,4.015145,0.542271,0.135154,0.463636
18.033333,4.835712,4.014915,0.539325,0.135247,0.459842
18.05,4.833098,4.014825,0.537461,0.13322,0.459312
18.066667,4.827131,4.014743,0.537239,0.134019,0.459914
18.083333,4.829959,4.014573,0.535385,0.132977,0.459551
18.1,4.832679,4.014223,0.534061,0.135131,0.454789
18.116667,4.8332,4.013957,0.531517,0.135697,0.452682
18.133333,4.833841,4.013838,0.52956,0.134104,0.449212
18.15,4.829403,4.013633,0.528173,0.132179,0.450134
18.166667,4.832841,4.013321,0.524494,0.13311,0.447466
18.183333,4.832923,4.013063,0.526625,0.131434,0.447441
18.2,4.834271,4.013009,0.524196,0.132278,0.442473
18.216667,4.830802,4.012487,0.523873,0.137205,0.443364
18.233333,4.830859,4.012666,0.519463,0.132433,0.436576
18.25,4.830832,4.012323,0.518957,0.132807,0.437222
18.266667,4.830914,4.012093,0.519448,0.132264,0.435553
18.283333,4.832191,4.011914,0.519448,0.131544,0.43659
18.3,4.832059,4.011335,0.511761,0.132683,0.43315
18.316667,4.830989,4.011414,0.513295,0.133042,0.433103
18.333333,4.829898,4.01123,0.511412,0.133211,0.429611
18.35,4.834323,4.004741,0.508555,0.172364,0.376928
18.366667,4.832205,4.004431,0.50909,0.174849,0.37571
18.383333,4.830045,4.004034,0.506015,0.17557,0.377104
18.4,4.829636,4.004029,0.505626,0.171414,0.371842
18.416667,4.82812,4.003709,0.504652,0.172059,0.370684
18.433333,4.830778,4.003875,0.504872,0.175711,0.369699
18.45,4.831755,4.004021,0.508382,0.174424,0.373793
18.466667,4.831036,4.004169,0.50905,0.176017,0.376211
18.483333,4.829565,4.004588,0.508972,0.175374,0.375477
18.5,4.830268,4.004572,0.509437,0.170223,0.377854
18.516667,4.832761,4.004922,0.50989,0.173584,0.379237
18.533333,4.831743,4.004977,0.512602,0.176958,0.381304
18.55,4.830384,4.005314,0.513497,0.174481,0.383135
18.566667,4.830169,4.00548,0.514687,0.174477,0.384816
18.583333,4.830406,4.005896,0.517603,0.173643,0.385895
18.6,4.83056,4.005765,0.516042,0.17435,0.387752
18.616667,4.832333,4.006173,0.517648,0.17575,0.38889
18.633333,4.832047,4.006096,0.518312,0.174886,0.389755
18.65,4.830607,4.006732,0.521431,0.171983,0.391695
18.666667,4.832575,4.006849,0.523413,0.173554,0.395388
18.683333,4.831036,4.006963,0.524938,0.173697,0.393305
18.7,4.832004,4.007252,0.527628,0.173697,0.395145
18.716667,4.83248,4.007306,0.523003,0.175249,0.396038
18.733333,4.831119,4.007599,0.527564,0.173508,0.398503
18.75,4.829964,4.007865,0.529777,0.172456,0.399657
18.766667,4.830484,4.007818,0.530458,0.172671,0.401119
18.783333,4.834091,4.008076,0.530979,0.173029,0.40263
18.8,4.833941,4.008286,0.529439,0.176633,0.403987
18.816667,4.832157,4.008598,0.530891,0.173653,0.405743
18.833333,4.82846,4.008767,0.529666,0.175216,0.406975
18.85,4.828377,4.015213,0.534175,0.135434,0.455145
18.866667,4.836548,4.01542,0.53663,0.134743,0.458469
18.883333,4.83339,4.015691,0.538065,0.136207,0.461269
18.9,4.832924,4.01579,0.537712,0.133426,0.458849
18.916667,4.827348,4.016241,0.537869,0.132636,0.461505
18.933333,4.829041,4.016328,0.5393,0.134029,0.460643
18.95,4.829922,4.016452,0.53799,0.13588,0.458177
18.966667,4.833082,4.016685,0.543575,0.133665,0.465458
18.983333,4.82962,4.017084,0.541226,0.135134,0.467427
19,4.828268,4.017122,0.542461,0.134162,0.465991
19.016667,4.830777,4.017373,0.547395,0.132701,0.465999
19.033333,4.829348,4.017597,0.544317,0.135953,0.469037
19.05,4.830161,4.01773,0.547734,0.13278,0.471136
19.066667,4.830487,4.018128,0.547834,0.132899,0.473233
19.083333,4.829452,4.018038,0.54747,0.129962,0.473501
19.1,4.828992,4.018209,0.547885,0.132932,0.474211
19.116667,4.831295,4.018598,0.551046,0.13415,0.473801
19.133333,4.834959,4.018553,0.548333,0.133826,0.475207
19.15,4.829403,4.018695,0.550477,0.135582,0.477269
19.166667,4.831088,4.019096,0.554803,0.133831,0.47595
19.183333,4.828596,4.019219,0.554159,0.132672,0.479151
19.2,4.831954,4.019318,0.556873,0.132926,0.482373
19.216667,4.833697,4.019555,0.554966,0.13432,0.48225
19.233333,4.833612,4.019686,0.55797,0.130888,0.484947
19.25,4.829874,4.019907,0.55508,0.133021,0.480447
19.266667,4.830692,4.019985,0.55761,0.131929,0.484187
19.283333,4.833308,4.020264,0.55939,0.134515,0.483881
19.3,4.832488,4.020573,0.559469,0.134344,0.48808
19.316667,4.832243,4.020532,0.558191,0.133665,0.488828
19.333333,4.832031,4.020612,0.559713,0.136439,0.48807
19.35,4.830504,4.020884,0.560183,0.13089,0.488062
19.366667,4.831027,4.021097,0.561355,0.134535,0.485691
19.383333,4.832992,4.021137,0.561061,0.13418,0.488713
19.4,4.832437,4.021153,0.563191,0.13328,0.489212
19.416667,4.831371,4.021512,0.565234,0.134178,0.488621
19.433333,4.826707,4.021562,0.56434,0.131936,0.488022
19.45,4.830102,4.021777,0.564776,0.131555,0.491277
19.466667,4.834775,4.021767,0.566756,0.134029,0.494494
19.483333,4.834126,4.021968,0.564846,0.134394,0.495265
19.5,4.832723,4.021962,0.566121,0.134042,0.494841
19.516667,4.828757,4.022276,0.568224,0.132264,0.494806
19.533333,4.829015,4.02245,0.571515,0.136292,0.497019
19.55,4.832079,4.022417,0.567472,0.1348,0.495772
19.566667,4.832949,4.02262,0.56981,0.135222,0.497319
19.583333,4.833124,4.022753,0.570256,0.134459,0.496569
19.6,4.827329,4.023049,0.573678,0.132487,0.49764
19.616667,4.82893,4.023141,0.571149,0.13379,0.499001
19.633333,4.829831,4.023264,0.573412,0.134492,0.500571
19.65,4.830402,4.023289,0.569527,0.133394,0.500021
19.666667,4.831335,4.023357,0.573577,0.132638,0.500731
19.683333,4.828608,4.023581,0.57332,0.133501,0.504919
19.7,4.82975,4.02369,0.574741,0.130915,0.502019
19.716667,4.83059,4.023915,0.576454,0.13456,0.506522
19.733333,4.829941,4.02382,0.571113,0.134105,0.504248
19.75,4.833546,4.023971,0.575492,0.136299,0.505945
19.766667,4.829935,4.024137,0.574594,0.13233,0.503965
19.783333,4.831194,4.024367,0.575912,0.135816,0.504245
19.8,4.829696,4.024471,0.575284,0.134138,0.507385
19.816667,4.830134,4.024638,0.577927,0.133162,0.505666
19.833333,4.831296,4.024595,0.576675,0.135161,0.506501
19.85,4.830462,4.024661,0.576958,0.133509,0.506524
19.866667,4.83128,4.024718,0.578132,0.133817,0.507335
19.883333,4.829407,4.024666,0.57817,0.132495,0.508685
19.9,4.830941,4.024899,0.579665,0.133177,0.509389
19.916667,4.83,4.025215,0.58023,0.13369,0.509617
19.933333,4.829563,4.019164,0.580983,0.174105,0.46411
19.95,4.828946,4.01913,0.58077,0.172088,0.463227
19.966667,4.829951,4.019254,0.581338,0.173696,0.462606
19.983333,4.832624,4.019075,0.578894,0.175882,0.462733
20,4.832146,4.019102,0.57859,0.17444,0.462409
20.016667,4.830991,4.019212,0.580848,0.174722,0.462223
20.033333,4.828734,4.019252,0.579174,0.173642,0.464725
20.05,4.831396,4.019317,0.579672,0.175413,0.462792
20.066667,4.834918,4.019342,0.580582,0.175042,0.462369
20.083333,4.832759,4.019287,0.579693,0.173295,0.463254
20.1,4.830201,4.019614,0.585246,0.175166,0.461584
20.116667,4.830212,4.019669,0.584147,0.17178,0.461677
20.133333,4.8289,4.019736,0.583303,0.173459,0.467432
20.15,4.833213,4.019729,0.582838,0.175415,0.465106
20.166667,4.830364,4.019826,0.584734,0.172333,0.464708
20.183333,4.830122,4.020002,0.58275,0.17331,0.462639
20.2,4.829694,4.01983,0.583079,0.171412,0.467038
20.216667,4.829687,4.019776,0.580551,0.173316,0.467349
20.233333,4.831383,4.019903,0.583914,0.169584,0.463478
20.25,4.834508,4.019883,0.58199,0.172899,0.466854
20.266667,4.83116,4.019958,0.583363,0.174011,0.465375
20.283333,4.830533,4.01985,0.582669,0.175036,0.464043
20.3,4.830496,4.020058,0.58334,0.172812,0.466916
20.316667,4.830537,4.02008,0.579962,0.173987,0.460109
20.333333,4.831128,4.020133,0.585348,0.174165,0.463412
20.35,4.831262,4.020063,0.580959,0.174158,0.463658
20.366667,4.830501,4.020064,0.582777,0.174615,0.464148
20.383333,4.830048,4.02022,0.583332,0.172018,0.464826
20.4,4.831946,4.020211,0.583749,0.173675,0.465625
20.416667,4.831507,4.020243,0.583689,0.176174,0.463148
20.433333,4.833172,4.026009,0.581997,0.136335,0.509834
20.45,4.829798,4.026577,0.582556,0.133692,0.514383
20.466667,4.830972,4.026652,0.581587,0.130816,0.512338
20.483333,4.83169,4.026542,0.581351,0.133819,0.516577
20.5,4.83371,4.026765,0.583402,0.133791,0.513169
20.516667,4.832,4.026587,0.581457,0.135091,0.512791
20.533333,4.830021,4.026837,0.585999,0.13374,0.515527
20.55,4.829866,4.02683,0.580845,0.133025,0.512509
20.566667,4.831191,4.026814,0.584584,0.134414,0.511662
20.583333,4.832984,4.026909,0.582466,0.134863,0.509933
20.6,4.833627,4.026798,0.583428,0.135581,0.512557
20.616667,4.831477,4.026859,0.581647,0.133749,0.512113
20.633333,4.830213,4.027003,0.582552,0.131937,0.510802
20.65,4.831471,4.026798,0.580147,0.134695,0.511082
20.666667,4.832037,4.026851,0.580536,0.135455,0.512969
20.683333,4.833153,4.026753,0.579974,0.132511,0.510094
20.7,4.830527,4.026793,0.579345,0.133882,0.50711
20.716667,4.830928,4.026913,0.579096,0.13378,0.51039
20.733333,4.832514,4.026958,0.579117,0.132443,0.508026
20.75,4.832344,4.026901,0.58087,0.134582,0.508533
20.766667,4.833331,4.026799,0.580114,0.13466,0.510172
20.783333,4.83138,4.026739,0.582275,0.132905,0.510375
20.8,4.829161,4.026836,0.577396,0.133242,0.505747
20.816667,4.829528,4.026919,0.578463,0.131292,0.509276
20.833333,4.83104,4.026782,0.577725,0.13486,0.505926
20.85,4.83416,4.026573,0.577683,0.136039,0.508179
20.866667,4.830498,4.026756,0.579166,0.133446,0.509412
20.883333,4.830018,4.026966,0.578222,0.133904,0.506206
20.9,4.829756,4.026721,0.577807,0.133324,0.505615
20.916667,4.832301,4.026751,0.576436,0.133028,0.503239
20.933333,4.833218,4.026895,0.576673,0.134821,0.505133
20.95,4.831006,4.026728,0.575385,0.135249,0.501701
20.966667,4.830103,4.02662,0.575992,0.131697,0.504192
20.983333,4.831953,4.0265,0.574868,0.130943,0.50557
21,4.831115,4.026606,0.576272,0.134204,0.503272
21.016667,4.834894,4.026472,0.574257,0.137927,0.502187
21.033333,4.831381,4.026409,0.572745,0.133863,0.499846
21.05,4.83031,4.026321,0.574628,0.134806,0.500203
21.066667,4.830994,4.02645,0.570281,0.133075,0.499629
21.083333,4.831101,4.026439,0.572292,0.136258,0.499747
21.1,4.833824,4.026444,0.571611,0.134739,0.498698
21.116667,4.832766,4.026134,0.572779,0.133655,0.497913
21.133333,4.830657,4.026096,0.568521,0.134665,0.496583
21.15,4.831152,4.026167,0.567485,0.135213,0.495665
21.166667,4.830949,4.026235,0.570353,0.135501,0.498692
21.183333,4.832374,4.026016,0.566699,0.133644,0.493984
21.2,4.834474,4.025895,0.570289,0.134328,0.499586
21.216667,4.829931,4.025895,0.565507,0.131661,0.491609
21.233333,4.83076,4.025997,0.563614,0.132986,0.491551
21.25,4.829428,4.025891,0.565582,0.135197,0.492566
21.266667,4.831228,4.025798,0.564043,0.134237,0.488038
21.283333,4.835941,4.025536,0.56319,0.13476,0.492955
21.3,4.830579,4.025609,0.562939,0.130953,0.487548
21.316667,4.832654,4.025348,0.561965,0.136473,0.488294
21.333333,4.830223,4.025264,0.561598,0.135038,0.486277
21.35,4.829412,4.025369,0.56197,0.137227,0.488468
21.366667,4.833446,4.025342,0.560186,0.133709,0.486593
21.383333,4.83122,4.025259,0.560831,0.13137,0.487993
21.4,4.830653,4.025058,0.558973,0.13506,0.483265
21.416667,4.828584,4.02511,0.559591,0.135627,0.486293
21.433333,4.83062,4.025015,0.561394,0.132648,0.483984
21.45,4.832297,4.024839,0.558764,0.135652,0.481565
21.466667,4.835434,4.024524,0.556769,0.134642,0.480217
21.483333,4.830822,4.0247,0.552423,0.132763,0.48099
21.5,4.829054,4.024578,0.554154,0.132679,0.482731
21.516667,4.829456,4.018292,0.553479,0.171782,0.430981
21.533333,4.831587,4.018029,0.555677,0.175062,0.4307
21.55,4.833639,4.017912,0.550951,0.17471,0.430591
21.566667,4.829416,4.017752,0.549259,0.172681,0.424186
21.583333,4.827994,4.017832,0.552256,0.173102,0.426124
21.6,4.831113,4.017835,0.550697,0.177631,0.423422
21.616667,4.83527,4.017355,0.550097,0.173593,0.424969
21.633333,4.83262,4.017237,0.548239,0.176641,0.424999
21.65,4.825646,4.017356,0.548772,0.171928,0.424518
21.666667,4.828202,4.017002,0.546748,0.173366,0.422551
21.683333,4.831473,4.016863,0.547111,0.174619,0.420765
21.7,4.832151,4.016803,0.543503,0.174673,0.418214
21.716667,4.832056,4.01679,0.54438,0.174992,0.416713
21.733333,4.829395,4.016468,0.540996,0.175289,0.417061
21.75,4.831061,4.016359,0.541325,0.173394,0.417553
21.766667,4.832567,4.016132,0.542276,0.17471,0.413852
21.783333,4.832869,4.015917,0.539744,0.177726,0.413565
21.8,4.834963,4.015818,0.536295,0.17371,0.412891
21.816667,4.828471,4.015798,0.538168,0.175856,0.409228
21.833333,4.829146,4.015536,0.536549,0.174437,0.409043
21.85,4.833278,4.015251,0.536428,0.173763,0.40828
21.866667,4.832653,4.015315,0.533348,0.174096,0.406459
21.883333,4.833741,4.014863,0.530997,0.173545,0.403892
21.9,4.829411,4.015038,0.534137,0.174341,0.403667
21.916667,4.829533,4.014679,0.529632,0.1714,0.399019
21.933333,4.832761,4.014591,0.529232,0.174973,0.402622
21.95,4.832523,4.014325,0.530006,0.171906,0.402182
21.966667,4.83212,4.01418,0.524381,0.173158,0.397981
21.983333,4.829582,4.01411,0.524198,0.175414,0.397791
22,4.829201,4.013802,0.523633,0.173662,0.394115
22.016667,4.832259,4.019556,0.524249,0.13609,0.440835
22.033333,4.833475,4.019726,0.52301,0.13567,0.439112
22.05,4.833551,4.019619,0.521032,0.133143,0.442631
22.066667,4.829648,4.019509,0.519747,0.132161,0.439845
22.083333,4.829601,4.019472,0.523473,0.133273,0.438441
22.1,4.831922,4.019276,0.515769,0.133648,0.436366
22.116667,4.834914,4.018977,0.516157,0.134052,0.435865
22.133333,4.832724,4.018881,0.513942,0.132984,0.435194
22.15,4.828779,4.018754,0.516353,0.133003,0.431114
22.166667,4.828911,4.018527,0.512807,0.134314,0.432394
22.183333,4.832443,4.018238,0.512754,0.13362,0.429699
22.2,4.833261,4.018127,0.509349,0.133842,0.427761
22.216667,4.833749,4.017996,0.505845,0.13536,0.426064
22.233333,4.827866,4.017947,0.509998,0.133564,0.42472
22.25,4.828586,4.017676,0.507223,0.133583,0.422506
22.266667,4.830902,4.017377,0.504192,0.13281,0.420044
22.283333,4.831486,4.017055,0.502016,0.134259,0.41857
22.3,4.833984,4.016991,0.501967,0.131818,0.416432
22.316667,4.831798,4.016632,0.499511,0.133212,0.417563
22.333333,4.828206,4.016823,0.50035,0.13385,0.410018
22.35,4.831287,4.016245,0.497252,0.13108,0.411339
22.366667,4.832722,4.016238,0.499394,0.135564,0.409943
22.383333,4.832577,4.015961,0.497376,0.133192,0.410017
22.4,4.831335,4.015909,0.493063,0.133225,0.409244
22.416667,4.830668,4.015648,0.49253,0.136148,0.404932
22.433333,4.832033,4.015322,0.489803,0.132733,0.403711
22.45,4.832128,4.01497,0.489561,0.135885,0.403806
22.466667,4.83291,4.014815,0.48977,0.134301,0.404367
22.483333,4.832313,4.014744,0.487528,0.134253,0.398455
22.5,4.829259,4.014559,0.486422,0.135135,0.397795
22.516667,4.830966,4.01432,0.4833,0.134013,0.396887
22.533333,4.83493,4.013932,0.481518,0.13474,0.394523
22.55,4.832274,4.013832,0.481896,0.13786,0.389714
22.566667,4.833683,4.013486,0.476996,0.135386,0.389054
22.583333,4.830982,4.013396,0.475799,0.130753,0.390839
22.6,4.829801,4.013231,0.477519,0.135728,0.383898
22.616667,4.832502,4.012908,0.472053,0.134305,0.384169
22.633333,4.829338,4.012924,0.473471,0.134906,0.380621
22.65,4.831059,4.012553,0.469848,0.135261,0.381257
22.666667,4.829458,4.012194,0.471009,0.132045,0.376136
22.683333,4.830661,4.011915,0.466971,0.133675,0.374789
22.7,4.830283,4.011799,0.468601,0.132051,0.375013
22.716667,4.83358,4.011605,0.466059,0.133373,0.37273
22.733333,4.833963,4.011065,0.463328,0.133108,0.369958
22.75,4.831061,4.010906,0.462887,0.133255,0.369592
22.766667,4.831514,4.010711,0.457838,0.133297,0.368922
22.783333,4.832053,4.01047,0.456912,0.134694,0.366668
22.8,4.834547,4.010226,0.456457,0.133381,0.361293
22.816667,4.832918,4.009825,0.455786,0.134813,0.361536
22.833333,4.829908,4.009843,0.453717,0.134237,0.359316
22.85,4.830535,4.009598,0.452111,0.13356,0.358664
22.866667,4.832326,4.009304,0.451705,0.133708,0.358797
22.883333,4.832422,4.008944,0.448562,0.132175,0.353762
22.9,4.831162,4.008508,0.446661,0.133905,0.350942
22.916667,4.829679,4.008548,0.443462,0.134019,0.35184
22.933333,4.830348,4.008088,0.443262,0.134361,0.347616
22.95,4.833313,4.007842,0.440701,0.133391,0.342857
22.966667,4.831466,4.007628,0.439562,0.132762,0.345108
22.983333,4.833708,4.007309,0.440614,0.135946,0.339757
23,4.828618,4.007346,0.435519,0.134306,0.336749
23.016667,4.829013,4.006896,0.433561,0.131723,0.336013
23.033333,4.832864,4.006618,0.432074,0.136036,0.331445
23.05,4.833542,4.006175,0.43128,0.135289,0.334315
23.066667,4.830199,4.005976,0.431024,0.13566,0.33182
23.083333,4.828775,4.005724,0.428411,0.131412,0.327014
