time,vbus,vbat,ibus,iloa,ibat
2.05,4.814364,3.981711,0.580572,0.221174,0.406263
2.066667,4.815605,3.983063,0.592625,0.217247,0.421346
2.083333,4.811964,3.984365,0.606825,0.222024,0.438609
2.1,4.810541,3.985374,0.620717,0.220948,0.455899
2.116667,4.812016,3.986091,0.628955,0.222807,0.463544
2.133333,4.812467,3.986865,0.633239,0.222675,0.469694
2.15,4.814818,3.987461,0.640386,0.221985,0.471933
2.166667,4.810461,3.988511,0.651096,0.222135,0.489316
2.183333,4.810924,3.989119,0.655091,0.221529,0.496205
2.2,4.809784,3.989653,0.660995,0.2187,0.503679
2.216667,4.81375,3.989935,0.660252,0.21968,0.499708
2.233333,4.812415,3.99033,0.663182,0.217878,0.501895
2.25,4.811912,3.990583,0.663541,0.219587,0.506431
2.266667,4.808404,3.99071,0.664941,0.220792,0.50746
2.283333,4.810993,3.990502,0.658246,0.220557,0.505963
2.3,4.814729,3.990012,0.653899,0.219476,0.493653
2.316667,4.813078,3.989791,0.649828,0.219722,0.489218
2.333333,4.810945,3.98962,0.649545,0.221128,0.485541
2.35,4.810831,3.988891,0.643049,0.222643,0.477955
2.366667,4.811518,3.988011,0.633193,0.224921,0.466337
2.383333,4.813603,3.987241,0.624069,0.223958,0.453991
2.4,4.812983,3.986475,0.612562,0.223368,0.438945
2.416667,4.811368,3.985583,0.602245,0.225089,0.426084
2.433333,4.810556,3.984507,0.592318,0.226201,0.413476
2.45,4.808449,3.983575,0.578991,0.224289,0.399738
2.466667,4.813452,3.982377,0.562806,0.219915,0.380061
2.483333,4.813455,3.981019,0.546458,0.221119,0.362337
2.5,4.811008,3.979535,0.528878,0.220058,0.344629
2.516667,4.810092,3.978584,0.519817,0.221806,0.330655
2.533333,4.809304,3.979294,0.527032,0.219113,0.33484
2.55,4.811312,3.980495,0.544684,0.222615,0.357178
2.566667,4.814043,3.982017,0.55749,0.219093,0.373504
2.583333,4.811247,3.983561,0.57474,0.219286,0.394402
2.6,4.809992,3.984684,0.591374,0.224125,0.414655
2.616667,4.81314,3.985723,0.603143,0.222106,0.425442
2.633333,4.81213,3.987249,0.617178,0.221938,0.445538
2.65,4.813541,3.988379,0.624605,0.218518,0.459701
2.666667,4.815868,3.989368,0.635475,0.215243,0.473992
2.683333,4.808642,3.988609,0.651381,0.244066,0.462696
2.7,4.811808,3.98728,0.657614,0.264813,0.445373
2.716667,4.809694,3.988683,0.666047,0.259135,0.462775
2.733333,4.809952,3.989228,0.668075,0.258757,0.465396
2.75,4.8117,3.989634,0.67523,0.259354,0.46847
2.766667,4.808623,3.990082,0.683947,0.261826,0.476325
2.783333,4.810961,3.990428,0.684122,0.258787,0.483586
2.8,4.811445,3.990636,0.680246,0.25986,0.482405
2.816667,4.811324,3.990611,0.684655,0.259257,0.479547
2.833333,4.813942,3.990358,0.682376,0.262238,0.475897
2.85,4.810896,3.99031,0.686391,0.264418,0.476949
2.866667,4.809718,3.990203,0.68255,0.264463,0.474397
2.883333,4.813045,3.989898,0.675613,0.265053,0.470079
2.9,4.810242,3.989819,0.672749,0.258867,0.464996
2.916667,4.814016,3.989045,0.661168,0.260664,0.455797
2.933333,4.812214,3.988576,0.661135,0.260099,0.449255
2.95,4.810609,3.988079,0.650607,0.258967,0.44361
2.966667,4.812873,3.987034,0.641655,0.262596,0.428312
2.983333,4.812045,3.986368,0.625502,0.257547,0.415844
3,4.8128,3.985135,0.616891,0.265206,0.396646
3.016667,4.814612,3.983981,0.60487,0.259668,0.387046
3.033333,4.811096,3.98299,0.596274,0.263225,0.374489
3.05,4.810921,3.981783,0.581052,0.262324,0.356831
3.066667,4.812456,3.980422,0.565165,0.259218,0.33495
3.083333,4.811626,3.978699,0.545379,0.262418,0.313088
3.1,4.813195,3.977249,0.52896,0.260147,0.294693
3.116667,4.810547,3.975647,0.511014,0.260184,0.274412
3.133333,4.814121,3.973808,0.492732,0.258725,0.247819
3.15,4.814237,3.971744,0.467458,0.259955,0.218094
3.166667,4.814108,3.970173,0.451035,0.26115,0.198411
3.183333,4.814878,3.9718,0.448227,0.237847,0.222433
3.2,4.811477,3.974686,0.461937,0.216976,0.263601
3.216667,4.8126,3.975538,0.47508,0.220768,0.278419
3.233333,4.811563,3.976347,0.483172,0.218682,0.285504
3.25,4.813703,3.976826,0.487538,0.220278,0.29511
3.266667,4.81305,3.977283,0.496686,0.224784,0.298107
3.283333,4.813901,3.977846,0.502528,0.224303,0.308252
3.3,4.811257,3.978369,0.508666,0.223892,0.31388
3.316667,4.813825,3.978844,0.507756,0.21901,0.319324
3.333333,4.813649,3.979021,0.510905,0.220036,0.318936
3.35,4.816175,3.979119,0.509008,0.219691,0.321845
3.366667,4.80927,3.979249,0.512573,0.221103,0.32491
3.383333,4.812298,3.979259,0.512296,0.218567,0.323328
3.4,4.812458,3.978876,0.511951,0.218124,0.320322
3.416667,4.815571,3.978369,0.504011,0.219969,0.3106
3.433333,4.81395,3.977876,0.497697,0.220526,0.304666
3.45,4.812497,3.977555,0.495136,0.221901,0.301449
3.466667,4.810538,3.97688,0.485976,0.21696,0.289633
3.483333,4.812874,3.975777,0.475777,0.220914,0.272763
3.5,4.812797,3.974951,0.466634,0.219048,0.264841
3.516667,4.815379,3.973949,0.456263,0.221759,0.25186
3.533333,4.812124,3.972804,0.442765,0.22187,0.238296
3.55,4.812716,3.971784,0.433241,0.221547,0.222553
3.566667,4.813985,3.970457,0.41564,0.223452,0.203773
3.583333,4.816542,3.969036,0.398845,0.218402,0.180416
3.6,4.814817,3.967462,0.381526,0.219888,0.163082
3.616667,4.811685,3.965796,0.364611,0.222197,0.144566
3.633333,4.809359,3.964174,0.351652,0.221993,0.122948
3.65,4.81503,3.962486,0.330144,0.219798,0.099835
3.666667,4.817614,3.961894,0.323829,0.218405,0.090379
3.683333,4.81621,3.963427,0.342217,0.216525,0.114302
3.7,4.811305,3.964782,0.358701,0.221278,0.137736
3.716667,4.812258,3.966061,0.376142,0.221047,0.156832
3.733333,4.814872,3.967277,0.388533,0.220982,0.168195
3.75,4.815516,3.968368,0.402162,0.220871,0.181041
3.766667,4.815663,3.969361,0.413003,0.222695,0.197353
3.783333,4.812967,3.970331,0.42427,0.222547,0.213641
3.8,4.811415,3.971347,0.436464,0.223759,0.226139
3.816667,4.81285,3.971827,0.446619,0.225542,0.231648
3.833333,4.815797,3.972512,0.44748,0.222071,0.238452
3.85,4.814578,3.973028,0.452712,0.225047,0.248019
3.866667,4.81121,3.97358,0.458444,0.225339,0.253257
3.883333,4.808565,3.973901,0.46585,0.222282,0.258799
3.9,4.811838,3.974037,0.469043,0.226222,0.259173
3.916667,4.814423,3.974302,0.465021,0.223239,0.259015
3.933333,4.812096,3.974366,0.467986,0.220917,0.261686
3.95,4.81377,3.973887,0.467215,0.226564,0.256713
3.966667,4.809389,3.974131,0.465488,0.224537,0.260415
3.983333,4.810545,3.973922,0.461465,0.224789,0.258918
4,4.815505,3.973551,0.452111,0.221752,0.251512
4.016667,4.815589,3.973123,0.449096,0.220483,0.243814
4.033333,4.814017,3.972267,0.439951,0.223454,0.233356
4.05,4.81179,3.971655,0.43554,0.220979,0.226086
4.066667,4.812167,3.970841,0.425653,0.223242,0.214734
4.083333,4.814135,3.969957,0.411898,0.219182,0.198223
4.1,4.816141,3.969414,0.407197,0.221307,0.190604
4.116667,4.813862,3.970528,0.422921,0.223435,0.208787
4.133333,4.811466,3.97257,0.446029,0.221681,0.238485
4.15,4.811579,3.974601,0.467695,0.220407,0.266028
4.166667,4.815103,3.976346,0.484461,0.219756,0.287017
4.183333,4.814263,3.978063,0.503423,0.219929,0.311715
4.2,4.813263,3.979632,0.523804,0.220837,0.33454
4.216667,4.811811,3.981163,0.541246,0.224351,0.355189
4.233333,4.813039,3.98252,0.554754,0.223682,0.367951
4.25,4.813104,3.983969,0.568654,0.223494,0.386241
4.266667,4.814406,3.983402,0.581971,0.244666,0.377458
4.283333,4.814069,3.982777,0.592318,0.265212,0.36885
4.3,4.809611,3.984137,0.609187,0.266825,0.390394
4.316667,4.809733,3.985052,0.621845,0.26579,0.403338
4.333333,4.812975,3.985833,0.62667,0.264752,0.406319
4.35,4.812926,3.986686,0.636102,0.263865,0.413316
4.366667,4.810804,3.987763,0.643301,0.261632,0.431143
4.383333,4.808242,3.988401,0.653793,0.264319,0.437931
4.4,4.809533,3.988843,0.657827,0.263835,0.44595
4.416667,4.809323,3.989174,0.657525,0.263648,0.445035
4.433333,4.814213,3.989154,0.656188,0.264545,0.44072
4.45,4.812403,3.989556,0.660189,0.264792,0.450977
4.466667,4.810968,3.989735,0.664014,0.261986,0.452896
4.483333,4.808674,3.990016,0.665524,0.264267,0.455887
4.5,4.811387,3.990004,0.661503,0.258282,0.452448
4.516667,4.813559,3.989603,0.654188,0.262399,0.444261
4.533333,4.814675,3.989079,0.647094,0.261608,0.440687
4.55,4.808295,3.988931,0.650121,0.265063,0.433739
4.566667,4.81157,3.988249,0.640205,0.262919,0.426846
4.583333,4.812112,3.987501,0.629658,0.263372,0.411516
4.6,4.812375,3.986636,0.619809,0.265997,0.398821
4.616667,4.812996,3.985798,0.610767,0.262161,0.389333
4.633333,4.810804,3.984877,0.60309,0.265926,0.379091
4.65,4.809212,3.983898,0.594107,0.262149,0.367585
4.666667,4.813079,3.982682,0.574574,0.262077,0.35018
4.683333,4.814132,3.981482,0.557679,0.261321,0.326489
4.7,4.81359,3.979854,0.545373,0.265799,0.310745
4.716667,4.811894,3.978416,0.531838,0.264873,0.287573
4.733333,4.81152,3.97735,0.522096,0.266861,0.273728
4.75,4.812988,3.977799,0.524339,0.266658,0.279774
4.766667,4.814251,3.98145,0.542605,0.242152,0.331834
4.783333,4.814257,3.984865,0.555394,0.219317,0.375964
4.8,4.811607,3.986192,0.577082,0.224725,0.400199
4.816667,4.811634,3.987706,0.592184,0.221257,0.416439
4.833333,4.809018,3.989004,0.607529,0.222195,0.43184
4.85,4.816142,3.989978,0.612786,0.217256,0.442059
4.866667,4.8127,3.991302,0.627645,0.220516,0.457324
4.883333,4.811729,3.992283,0.64027,0.223911,0.474477
4.9,4.810178,3.993319,0.651025,0.222196,0.487975
4.916667,4.809478,3.994212,0.661483,0.220273,0.499253
4.933333,4.81194,3.99483,0.66159,0.220884,0.503587
4.95,4.81303,3.995514,0.668564,0.21886,0.511873
4.966667,4.813517,3.995919,0.67381,0.221959,0.517699
4.983333,4.809523,3.996349,0.682076,0.226325,0.524084
5,4.810389,3.99668,0.687739,0.221606,0.522651
5.016667,4.812104,3.996838,0.684236,0.224405,0.524887
5.033333,4.811518,3.997064,0.684581,0.223953,0.526828
5.05,4.815402,3.996856,0.680728,0.223021,0.523962
5.066667,4.812707,3.99715,0.685249,0.221317,0.529621
5.083333,4.809246,3.997205,0.682025,0.221215,0.527577
5.1,4.812186,3.996757,0.671688,0.220879,0.515657
5.116667,4.810898,3.996422,0.669827,0.220371,0.513356
5.133333,4.811787,3.99596,0.664709,0.221181,0.507323
5.15,4.80777,3.995545,0.661604,0.22113,0.501427
5.166667,4.810804,3.994502,0.652069,0.223023,0.486521
5.183333,4.812734,3.99353,0.637807,0.225442,0.470549
5.2,4.813608,3.992753,0.627435,0.222783,0.455305
5.216667,4.81037,3.991799,0.617101,0.225138,0.445368
5.233333,4.812312,3.990544,0.604897,0.224923,0.430248
5.25,4.812833,3.989513,0.594611,0.222386,0.417887
5.266667,4.8139,3.988175,0.576787,0.222302,0.397674
5.283333,4.814241,3.986678,0.562439,0.22279,0.375149
5.3,4.811927,3.985196,0.545298,0.22419,0.354097
5.316667,4.809412,3.983758,0.53242,0.224287,0.341748
5.333333,4.812468,3.982129,0.510072,0.222095,0.314868
5.35,4.812942,3.980545,0.488074,0.218609,0.292344
5.366667,4.813875,3.978595,0.467224,0.219928,0.269792
5.383333,4.812305,3.977104,0.452673,0.220861,0.243273
5.4,4.81084,3.976752,0.451747,0.222392,0.245419
5.416667,4.813128,3.977579,0.463498,0.225145,0.256952
5.433333,4.811976,3.978805,0.473483,0.220241,0.271609
5.45,4.813937,3.979755,0.481327,0.219047,0.287199
5.466667,4.813997,3.980226,0.487628,0.221987,0.291651
5.483333,4.811584,3.980696,0.496099,0.224342,0.299701
5.5,4.811836,3.981255,0.503919,0.223365,0.307994
5.516667,4.813088,3.981721,0.506465,0.222199,0.313669
5.533333,4.815477,3.982121,0.508989,0.221498,0.316258
5.55,4.812114,3.982266,0.513908,0.220643,0.318393
5.566667,4.811705,3.982348,0.511574,0.22269,0.322112
5.583333,4.811927,3.982545,0.513588,0.22158,0.325251
5.6,4.81139,3.982157,0.511131,0.22366,0.319878
5.616667,4.811094,3.981835,0.507946,0.223184,0.314645
5.633333,4.813315,3.9816,0.502931,0.222537,0.308903
5.65,4.813332,3.980908,0.498869,0.222469,0.302786
5.666667,4.811406,3.980418,0.491791,0.224186,0.298362
5.683333,4.813954,3.979687,0.487412,0.22476,0.286032
5.7,4.814475,3.978909,0.478413,0.220932,0.273123
5.716667,4.815021,3.978076,0.462407,0.220388,0.261293
5.733333,4.813515,3.976893,0.457396,0.225476,0.247975
5.75,4.810102,3.975891,0.444399,0.22747,0.2331
5.766667,4.811101,3.974539,0.432229,0.222992,0.218287
5.783333,4.817388,3.973373,0.413997,0.221924,0.199452
5.8,4.816675,3.971964,0.397662,0.219649,0.182565
5.816667,4.813799,3.970306,0.381613,0.222488,0.160812
5.833333,4.812631,3.968633,0.365237,0.224552,0.137312
5.85,4.813403,3.964808,0.347055,0.245938,0.086895
5.866667,4.818569,3.961636,0.33043,0.26064,0.041073
5.883333,4.819323,3.96107,0.326497,0.262458,0.038897
5.9,4.816198,3.962366,0.34191,0.26661,0.054932
5.916667,4.813607,3.96394,0.362387,0.264384,0.081807
5.933333,4.814533,3.965335,0.379115,0.262287,0.09786
5.95,4.816839,3.966361,0.386942,0.266094,0.111974
5.966667,4.817076,3.967539,0.396835,0.263208,0.128892
5.983333,4.814115,3.96849,0.413762,0.265785,0.144032
6,4.814851,3.96963,0.423592,0.26513,0.165327
6.016667,4.810951,3.970694,0.434745,0.263275,0.173029
6.033333,4.815333,3.971294,0.4394,0.26245,0.181394
6.05,4.81684,3.971997,0.443922,0.259689,0.190106
6.066667,4.811805,3.97272,0.455397,0.259978,0.203172
6.083333,4.812566,3.972946,0.461881,0.264932,0.207598
6.1,4.813562,3.973157,0.465168,0.2653,0.210845
6.116667,4.815531,3.973353,0.462077,0.263617,0.208316
6.133333,4.816027,3.973711,0.46503,0.259998,0.212205
6.15,4.813948,3.973623,0.469563,0.263672,0.213738
6.166667,4.811452,3.973624,0.469916,0.264157,0.212131
6.183333,4.812855,3.973254,0.46453,0.265531,0.2084
6.2,4.813962,3.973193,0.460393,0.261607,0.205192
6.216667,4.812334,3.972798,0.456229,0.261541,0.200002
6.233333,4.813577,3.971955,0.44853,0.263889,0.191611
6.25,4.811735,3.971405,0.442609,0.265244,0.18383
6.266667,4.815697,3.97051,0.435114,0.265641,0.170795
6.283333,4.814682,3.96963,0.426733,0.263518,0.158414
6.3,4.815858,3.968613,0.411849,0.2659,0.14402
6.316667,4.812543,3.968248,0.408342,0.265984,0.142824
6.333333,4.81315,3.969359,0.426558,0.268556,0.156874
6.35,4.813407,3.973264,0.447382,0.246575,0.213233
6.366667,4.815562,3.976929,0.463446,0.22302,0.25837
6.383333,4.814574,3.978755,0.485961,0.223731,0.283068
6.4,4.813163,3.980457,0.507026,0.227285,0.307155
6.416667,4.811494,3.982311,0.52604,0.225807,0.334952
6.433333,4.811789,3.983603,0.541511,0.225786,0.350229
6.45,4.812505,3.985337,0.556079,0.224334,0.369264
6.466667,4.812612,3.986627,0.5691,0.22328,0.387286
6.483333,4.812204,3.988131,0.585232,0.225312,0.407945
6.5,4.809916,3.989152,0.599784,0.225609,0.422733
6.516667,4.808463,3.990522,0.611133,0.222236,0.438948
6.533333,4.811569,3.991442,0.618758,0.225084,0.446425
6.55,4.814559,3.992119,0.623939,0.224271,0.453183
6.566667,4.813378,3.992995,0.635881,0.227105,0.466195
6.583333,4.809853,3.993998,0.647583,0.225956,0.48132
6.6,4.808547,3.994748,0.653643,0.226135,0.487074
6.616667,4.813003,3.995025,0.653264,0.225794,0.486863
6.633333,4.812913,3.99542,0.657972,0.221312,0.49264
6.65,4.812173,3.995875,0.658496,0.22203,0.496222
6.666667,4.81053,3.996141,0.664116,0.224312,0.50189
6.683333,4.808915,3.996271,0.665738,0.22787,0.502001
6.7,4.811178,3.996048,0.662466,0.226286,0.497572
6.716667,4.814594,3.995713,0.656076,0.224016,0.490766
6.733333,4.812522,3.99568,0.654496,0.222841,0.488433
6.75,4.80949,3.995584,0.654578,0.225445,0.486957
6.766667,4.808771,3.995091,0.649606,0.226102,0.480658
6.783333,4.810261,3.994593,0.64085,0.225959,0.472155
6.8,4.813963,3.993851,0.628586,0.222062,0.458858
6.816667,4.812499,3.99324,0.623172,0.222714,0.449507
6.833333,4.810164,3.99253,0.615088,0.225197,0.442007
6.85,4.809771,3.991647,0.605344,0.222489,0.433089
6.866667,4.812685,3.990419,0.590067,0.223763,0.412137
6.883333,4.81294,3.98934,0.574466,0.219649,0.396424
6.9,4.813303,3.988054,0.560351,0.222657,0.37771
6.916667,4.809738,3.986871,0.547312,0.222058,0.365041
6.933333,4.809609,3.985241,0.533331,0.221664,0.33975
6.95,4.812638,3.984208,0.518766,0.220934,0.328567
6.966667,4.813882,3.984887,0.526396,0.221558,0.330532
6.983333,4.813268,3.986508,0.545387,0.223953,0.360335
7,4.812394,3.98821,0.559784,0.219117,0.382425
7.016667,4.812026,3.989711,0.577648,0.219004,0.403358
7.033333,4.811182,3.991001,0.591813,0.220773,0.420441
7.05,4.813795,3.99219,0.605121,0.218958,0.432817
7.066667,4.814516,3.9935,0.613712,0.216608,0.449555
7.083333,4.811942,3.994578,0.632312,0.219639,0.466085
7.1,4.811141,3.995527,0.639824,0.21926,0.473645
7.116667,4.813538,3.996131,0.645436,0.225569,0.484604
7.133333,4.812535,3.997387,0.656666,0.216812,0.494013
7.15,4.813636,3.997897,0.661508,0.219609,0.500588
7.166667,4.811871,3.998548,0.67264,0.221808,0.510563
7.183333,4.811075,3.998861,0.678722,0.226576,0.514681
7.2,4.809735,3.99942,0.682842,0.223046,0.521357
7.216667,4.813841,3.99971,0.682538,0.219631,0.521632
7.233333,4.81457,3.999803,0.678951,0.220588,0.526415
7.25,4.812565,3.999885,0.68492,0.223426,0.521542
7.266667,4.810393,4.000013,0.68495,0.224681,0.523158
7.283333,4.810596,4.00006,0.686449,0.223746,0.527391
7.3,4.812567,3.999982,0.677485,0.221482,0.520818
7.316667,4.814139,3.999222,0.670521,0.224458,0.513279
7.333333,4.811853,3.999139,0.670229,0.223192,0.509801
7.35,4.810761,3.998844,0.664985,0.222363,0.505029
7.366667,4.811595,3.998274,0.66032,0.222951,0.499456
7.383333,4.813644,3.997445,0.646264,0.220188,0.483514
7.4,4.814559,3.996395,0.637755,0.224102,0.466053
7.416667,4.811318,3.995629,0.626438,0.225019,0.458557
7.433333,4.809961,3.99287,0.619609,0.244458,0.421254
7.45,4.809138,3.990097,0.606543,0.262873,0.383059
7.466667,4.814179,3.988814,0.591859,0.263154,0.361667
7.483333,4.811957,3.987455,0.574951,0.26241,0.346441
7.5,4.813179,3.986082,0.559911,0.262662,0.327821
7.516667,4.812695,3.984547,0.546215,0.266781,0.308731
7.533333,4.812698,3.982956,0.528724,0.263623,0.288936
7.55,4.813738,3.981279,0.508353,0.264191,0.263184
7.566667,4.815545,3.979471,0.488657,0.261885,0.240024
7.583333,4.814267,3.977448,0.463942,0.26361,0.214258
7.6,4.811096,3.975867,0.454561,0.265663,0.195224
7.616667,4.812725,3.975647,0.45217,0.266528,0.192663
7.633333,4.81262,3.976638,0.463526,0.265427,0.206629
7.65,4.814694,3.977363,0.469754,0.268009,0.21302
7.666667,4.812633,3.978204,0.480793,0.266838,0.224825
7.683333,4.811109,3.979014,0.492253,0.264841,0.2418
7.7,4.81188,3.979663,0.496907,0.266074,0.251873
7.716667,4.81322,3.980124,0.503483,0.265513,0.255282
7.733333,4.81427,3.980527,0.506707,0.26648,0.257391
7.75,4.812978,3.980855,0.509543,0.26414,0.264601
7.766667,4.810641,3.981182,0.513912,0.264218,0.272504
7.783333,4.810497,3.981287,0.516646,0.26337,0.272071
7.8,4.813194,3.981197,0.512791,0.263873,0.269364
7.816667,4.81593,3.980985,0.508722,0.262579,0.267443
7.833333,4.813901,3.98063,0.507133,0.262611,0.259237
