time,vbus,vbat,ibus,iloa,ibat
5.25,4.832105,3.541697,0.146978,0.130929,-0.015445
5.266667,4.836042,3.541347,0.143958,0.132407,-0.017118
5.283333,4.834081,3.540983,0.139491,0.133752,-0.02156
5.3,4.840316,3.540599,0.138515,0.134951,-0.023613
5.316667,4.839699,3.540323,0.137001,0.134694,-0.022269
5.333333,4.838571,3.539849,0.13436,0.133274,-0.029083
5.35,4.837598,3.539457,0.129471,0.132067,-0.034735
5.366667,4.836813,3.539118,0.128494,0.133005,-0.036807
5.383333,4.836044,3.538572,0.126935,0.133373,-0.042195
5.4,4.835703,3.538415,0.123187,0.132946,-0.042359
5.416667,4.834656,3.537998,0.121616,0.13334,-0.046642
5.433333,4.834579,3.537592,0.117834,0.134001,-0.047182
5.45,4.832757,3.537139,0.116662,0.134562,-0.050446
5.466667,4.83682,3.536852,0.114056,0.136689,-0.055468
5.483333,4.838788,3.536381,0.11222,0.133182,-0.05876
5.5,4.833863,3.535989,0.108402,0.13271,-0.061244
5.516667,4.833834,3.535647,0.106758,0.133707,-0.064211
5.533333,4.834382,3.535301,0.103993,0.134817,-0.067367
5.55,4.841088,3.534904,0.100128,0.133111,-0.06815
5.566667,4.838043,3.534568,0.10022,0.135224,-0.074067
5.583333,4.836725,3.534225,0.096517,0.133595,-0.07727
5.6,4.837319,3.53378,0.09897,0.133362,-0.083118
5.616667,4.837633,3.53328,0.093553,0.133605,-0.088861
5.633333,4.836844,3.53291,0.091564,0.134487,-0.086221
5.65,4.837347,3.532578,0.088749,0.135779,-0.093299
5.666667,4.835786,3.532192,0.084225,0.132813,-0.095075
5.683333,4.83494,3.53178,0.083941,0.132985,-0.098868
5.7,4.834589,3.53148,0.082662,0.135013,-0.102265
5.716667,4.834997,3.531134,0.080595,0.133684,-0.103711
5.733333,4.834313,3.531039,0.080119,0.133104,-0.103636
5.75,4.835606,3.530985,0.076771,0.133199,-0.103733
5.766667,4.835067,3.530919,0.078505,0.133894,-0.105121
5.783333,4.834218,3.53095,0.07818,0.134732,-0.105605
5.8,4.836648,3.530978,0.080855,0.131459,-0.103907
5.816667,4.837245,3.530954,0.079406,0.135758,-0.104351
5.833333,4.836687,3.531113,0.081073,0.132912,-0.101545
5.85,4.832657,3.525533,0.079916,0.170918,-0.157346
5.866667,4.833403,3.525432,0.082455,0.17331,-0.160513
5.883333,4.836984,3.525421,0.082722,0.174445,-0.154653
5.9,4.835682,3.525621,0.084004,0.173215,-0.155512
5.916667,4.83457,3.525545,0.086003,0.173377,-0.153269
5.933333,4.833906,3.525522,0.083266,0.174819,-0.154625
5.95,4.83397,3.525698,0.086208,0.17261,-0.149437
5.966667,4.835556,3.5258,0.086266,0.175086,-0.149817
5.983333,4.83516,3.52573,0.085589,0.176315,-0.149735
6,4.838,3.525741,0.088002,0.173868,-0.152457
6.016667,4.834746,3.525846,0.086722,0.172492,-0.148398
6.033333,4.835052,3.525936,0.089224,0.174422,-0.144371
6.05,4.835018,3.525962,0.090315,0.174387,-0.142934
6.066667,4.836801,3.526031,0.08822,0.174788,-0.144219
