,Timestamp,Voltage,Current,Power,Temperature
302,2021-09-27 19:43:47.418122,3.392,0.75,1.0,19.5
303,2021-09-27 19:43:48.423552,3.393,0.75,1.0,18.75
304,2021-09-27 19:43:49.429064,3.393,0.75,1.0,19.5
305,2021-09-27 19:43:50.434461,3.393,0.75,1.0,17.75
306,2021-09-27 19:43:51.439911,3.394,0.75,1.0,20.0
307,2021-09-27 19:43:52.445351,3.395,0.75,1.0,19.0
308,2021-09-27 19:43:53.450764,3.395,0.75,1.0,18.5
309,2021-09-27 19:43:54.456133,3.395,0.75,1.0,19.25
310,2021-09-27 19:43:55.461551,3.396,0.75,1.0,18.0
311,2021-09-27 19:43:56.472070,3.396,0.75,1.0,19.25
312,2021-09-27 19:43:57.482558,3.396,0.75,1.0,18.5
313,2021-09-27 19:43:58.488055,3.397,0.75,1.0,19.25
314,2021-09-27 19:43:59.493437,3.397,0.75,1.0,19.0
315,2021-09-27 19:44:00.508943,3.398,0.75,1.0,19.25
316,2021-09-27 19:44:01.514428,3.398,0.75,1.0,19.25
317,2021-09-27 19:44:02.529961,3.398,0.75,1.0,18.75
318,2021-09-27 19:44:03.535376,3.399,0.75,1.0,19.75
319,2021-09-27 19:44:04.540814,3.4,0.75,1.0,18.75
320,2021-09-27 19:44:05.556331,3.4,0.75,1.0,18.75
321,2021-09-27 19:44:06.561857,3.4,0.75,1.0,20.25
322,2021-09-27 19:44:07.567337,3.4,0.75,1.0,19.0
323,2021-09-27 19:44:08.582849,3.401,0.75,1.0,20.5
324,2021-09-27 19:44:09.588320,3.401,0.75,1.0,17.5
325,2021-09-27 19:44:10.593763,3.401,0.75,1.0,19.25
326,2021-09-27 19:44:11.599073,3.402,0.75,1.0,18.0
327,2021-09-27 19:44:12.604530,3.403,0.75,1.0,18.5
328,2021-09-27 19:44:13.609972,3.403,0.75,1.0,19.5
329,2021-09-27 19:44:14.615366,3.403,0.75,1.0,18.5
330,2021-09-27 19:44:15.625920,3.404,0.75,1.0,19.75
331,2021-09-27 19:44:16.631438,3.404,0.75,1.0,18.5
332,2021-09-27 19:44:17.636828,3.404,0.75,1.0,19.25
333,2021-09-27 19:44:18.642212,3.404,0.75,1.0,18.75
334,2021-09-27 19:44:19.647693,3.405,0.75,1.0,19.75
335,2021-09-27 19:44:20.653095,3.406,0.75,1.0,19.0
336,2021-09-27 19:44:21.658591,3.406,0.75,1.0,19.25
337,2021-09-27 19:44:22.663982,3.406,0.75,1.0,16.75
338,2021-09-27 19:44:23.669411,3.407,0.75,1.0,19.75
339,2021-09-27 19:44:24.674816,3.407,0.75,1.0,19.0
340,2021-09-27 19:44:25.680416,3.408,0.75,1.0,19.25
