soc,R0
0.0,1.275465
0.001001001001001001,1.6740944444444494
0.002002002002002002,1.7487958108108037
0.003003003003003003,1.7798271171171187
0.004004004004004004,1.797050125125128
0.005005005005005005,1.8010206106106152
0.006006006006006006,1.803379399399394
0.007007007007007007,1.802533663663668
0.008008008008008008,1.7945480105105194
0.009009009009009009,1.787366666666672
0.01001001001001001,1.78029212712713
0.011011011011011011,1.777815175175177
0.012012012012012012,1.7694339789789804
0.013013013013013013,1.7600994494494526
0.014014014014014014,1.7491688638638703
0.015015015015015015,1.7471216366366416
0.016016016016016016,1.7387746996997033
0.017017017017017015,1.7341782632632685
0.018018018018018018,1.732533468468469
0.01901901901901902,1.7295205055055063
0.02002002002002002,1.7281757357357397
0.02102102102102102,1.7249366066066085
0.022022022022022022,1.723456841841844
0.023023023023023025,1.7233500800800838
0.024024024024024024,1.7198538888888937
0.025025025025025023,1.7227342142142188
0.026026026026026026,1.7165611161161176
0.02702702702702703,1.7166936486486528
0.028028028028028028,1.7128695795795812
0.029029029029029027,1.7101084234234243
0.03003003003003003,1.7131287237237247
0.031031031031031032,1.7069156256256268
0.03203203203203203,1.7066366516516562
0.03303303303303303,1.7021077627627657
0.03403403403403403,1.6983406256256273
0.035035035035035036,1.6951772372372398
0.036036036036036036,1.6888211261261166
0.037037037037037035,1.6859733333333349
0.03803803803803804,1.6844803003003017
0.03903903903903904,1.678898903903907
0.04004004004004004,1.6740596996997015
0.04104104104104104,1.6694099049049083
0.04204204204204204,1.665349684684685
0.043043043043043044,1.6565246046046078
0.044044044044044044,1.6484896696696727
0.04504504504504504,1.6407960810810818
0.04604604604604605,1.638478490990991
0.04704704704704705,1.6306634984985058
0.04804804804804805,1.6244792792792806
0.04904904904904905,1.6179615265265301
0.050050050050050046,1.606844999999999
0.05105105105105105,1.6009699999999993
0.05205205205205205,1.59517742742743
0.05305305305305305,1.5847271021021037
0.05405405405405406,1.5794243693693732
0.055055055055055056,1.564045945945951
0.056056056056056056,1.55908957957958
0.057057057057057055,1.5490531081081094
0.058058058058058054,1.5392718468468503
0.05905905905905906,1.5344852927927932
0.06006006006006006,1.519634564564567
0.06106106106106106,1.5148534609609632
0.062062062062062065,1.5050412512512534
0.06306306306306306,1.4952570270270282
0.06406406406406406,1.4805119619619633
0.06506506506506507,1.4709574174174178
0.06606606606606606,1.46617
0.06706706706706707,1.4563205955955971
0.06806806806806806,1.441598993994
0.06906906906906907,1.431644249249251
0.07007007007007007,1.421848843843847
0.07107107107107107,1.4118834834834848
0.07207207207207207,1.401973873873874
0.07307307307307308,1.3868469519519522
0.07407407407407407,1.3769685185185199
0.07507507507507508,1.366928468468469
0.07607607607607608,1.3519175925925953
0.07707707707707707,1.3416778578578592
0.07807807807807808,1.3316616216216226
0.07907907907907907,1.3164353603603596
0.08008008008008008,1.3060896996997018
0.08108108108108109,1.2909668918918937
0.08208208208208208,1.2786950350350246
0.08308308308308308,1.265719999999999
0.08408408408408408,1.250609054054057
0.08508508508508508,1.2352357307307327
0.08608608608608609,1.2253043543543551
0.08708708708708708,1.2066268993994123
0.08808808808808809,1.1901843393393396
0.0890890890890891,1.180277282282285
0.09009009009009009,1.165717162162161
0.09109109109109109,1.1507402252252263
0.0920920920920921,1.136125665665666
0.09309309309309309,1.1165736036036011
0.0940940940940941,1.102334294294296
0.09509509509509509,1.088018573573577
0.0960960960960961,1.0738449699699726
0.0970970970970971,1.0550567717717718
0.0980980980980981,1.046419254254256
0.0990990990990991,1.027526531531533
0.10010010010010009,1.0142283483483516
0.1011011011011011,1.0008867417417422
0.1021021021021021,0.9835163663663526
0.1031031031031031,0.969898363363364
0.1041041041041041,0.9573542192192219
0.10510510510510511,0.9446208558558555
0.1061061061061061,0.9273402952952958
0.10710710710710711,0.9154502802802833
0.10810810810810811,0.9036091441441463
0.1091091091091091,0.8918634384384427
0.11011011011011011,0.8753412612612621
0.1111111111111111,0.8641233333333331
0.11211211211211211,0.8527800350349968
0.11311311311311312,0.842099999999999
0.11411411411411411,0.8263789339339334
0.11511511511511512,0.8158824774774787
0.11611611611611611,0.805502722722724
0.11711711711711711,0.7922009459459667
0.11811811811811812,0.7804744244244266
0.11911911911911911,0.7706599999999986
0.12012012012012012,0.7610245495495493
0.12112112112112113,0.746406591591593
0.12212212212212212,0.7372469219219258
0.12312312312312312,0.7280580480480503
0.12412412412412413,0.7189899999999994
0.12512512512512514,0.7051457807807804
0.12612612612612611,0.6964220270270283
0.12712712712712712,0.6880724024024065
0.12812812812812813,0.6794345195195195
0.12912912912912913,0.6662400000000002
0.13013013013013014,0.6579720120120114
0.13113113113113112,0.6499415165165168
0.13213213213213212,0.6420995045045053
0.13313313313313313,0.6291164514514525
0.13413413413413414,0.6215161911911937
0.13513513513513514,0.6139168468468448
0.13613613613613612,0.6063184684684697
0.13713713713713713,0.599130000000001
0.13813813813813813,0.5867834984984999
0.13913913913913914,0.5796782282282287
0.14014014014014015,0.5724099999999988
0.14114114114114115,0.5655782432432477
0.14214214214214213,0.5537308358358373
0.14314314314314314,0.5470782132132146
0.14414414414414414,0.5406149999999998
0.14514514514514515,0.534199364364365
0.14614614614614616,0.527955
0.14714714714714713,0.5219915165165179
0.14814814814814814,0.5161259259259277
0.14914914914914915,0.5054156906906915
0.15015015015015015,0.49980193693693664
0.15115115115115116,0.49442500000000056
0.15215215215215216,0.48878057057057056
0.15315315315315314,0.4835085135135153
0.15415415415415415,0.47805192192192036
0.15515515515515516,0.47184500000000185
0.15615615615615616,0.461916546546568
0.15715715715715717,0.457895660660661
0.15815815815815815,0.4496480930930913
0.15915915915915915,0.44046184684684686
0.16016016016016016,0.43028500000000136
0.16116116116116116,0.41963260260260205
0.16216216216216217,0.4087776576576574
0.16316316316316315,0.39845353853854126
0.16416416416416416,0.3890081531531564
0.16516516516516516,0.38036882882882983
0.16616616616616617,0.3780419619619635
0.16716716716716717,0.3719568768768755
0.16816816816816815,0.36709310810810747
0.16916916916916916,0.36288709209209014
0.17017017017017017,0.35965279279279505
0.17117117117117117,0.361875675675678
0.17217217217217218,0.3595492692692681
0.17317317317317318,0.35791560060060235
0.17417417417417416,0.3563827777777795
0.17517517517517517,0.3603569069069068
0.17617617617617617,0.3596350750750754
0.17717717717717718,0.359135585585586
0.1781781781781782,0.35884683183183164
0.17917917917917917,0.3635880780780809
0.18018018018018017,0.36337635135134994
0.18118118118118118,0.363574654654657
0.18218218218218218,0.3639949999999992
0.1831831831831832,0.3644680630630637
0.1841841841841842,0.3698193918918924
0.18518518518518517,0.37029999999999896
0.18618618618618618,0.3758568018018038
0.1871871871871872,0.37670622622622885
0.1881881881881882,0.37735358858858703
0.1891891891891892,0.3781200000000018
